l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,MACHINERY,TRUCK,2,0.01,0.07,24,Brand#14,24,42,8
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,MACHINERY,RAIL,4,0.08,0.02,9,Brand#51,24,42,34
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,MACHINERY,TRUCK,5,0.03,0.07,24,Brand#13,24,42,18
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,1,MACHINERY,MAIL,1,0.05,0.01,18,Brand#32,24,42,44
F,F,A,NONE,1,Manufacturer#1,1-URGENT,1,MACHINERY,SHIP,3,0.08,0.07,3,Brand#12,24,42,8
F,F,R,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,2,0.08,0,4,Brand#15,10,43,36
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,6,0.01,0.04,15,Brand#15,10,43,30
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,5,0.08,0.02,14,Brand#42,10,43,28
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,4,0.02,0.1,18,Brand#14,10,43,14
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,1,0.03,0.05,22,Brand#44,10,43,36
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,3,0.02,0.06,9,Brand#42,10,43,48
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,0,BUILDING,AIR,1,0.08,0.03,23,Brand#11,0,44,15
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,2,BUILDING,MAIL,3,0.03,0.05,4,Brand#55,21,45,22
F,F,R,COLLECT COD,0,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,4,0.08,0.05,16,Brand#31,21,45,46
F,F,A,COLLECT COD,3,Manufacturer#5,1-URGENT,2,BUILDING,FOB,2,0.08,0.03,7,Brand#55,21,45,40
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,2,BUILDING,MAIL,1,0,0.02,18,Brand#25,21,45,22
O,O,N,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,MAIL,4,0.05,0.09,19,Brand#35,9,46,50
O,O,N,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.04,0.01,3,Brand#42,9,46,45
O,O,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.05,0.06,14,Brand#44,9,46,16
O,O,N,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,REG AIR,5,0.07,0.01,21,Brand#13,9,46,14
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,AIR,2,0,0.03,7,Brand#41,9,46,23
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,3,AUTOMOBILE,FOB,3,0,0.05,3,Brand#42,23,47,44
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,3,AUTOMOBILE,MAIL,2,0.06,0.01,3,Brand#45,23,47,23
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,3,AUTOMOBILE,AIR,4,0.05,0.01,7,Brand#25,23,47,42
F,F,A,COLLECT COD,0,Manufacturer#2,5-LOW,3,AUTOMOBILE,TRUCK,1,0.08,0.03,5,Brand#23,23,47,6
F,F,R,NONE,1,Manufacturer#2,5-LOW,3,AUTOMOBILE,RAIL,5,0,0.05,24,Brand#22,23,47,25
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,3-MEDIUM,1,MACHINERY,FOB,3,0.05,0.08,4,Brand#13,2,48,19
O,O,N,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,1,MACHINERY,RAIL,2,0.08,0.1,3,Brand#42,2,48,19
O,O,N,NONE,2,Manufacturer#2,3-MEDIUM,1,MACHINERY,FOB,4,0.05,0.09,12,Brand#23,2,48,9
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,1,MACHINERY,SHIP,5,0.08,0.07,22,Brand#45,2,48,31
O,O,N,COLLECT COD,4,Manufacturer#2,3-MEDIUM,1,MACHINERY,FOB,1,0.04,0.05,4,Brand#21,2,48,20
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,MAIL,1,0.06,0.07,4,Brand#42,20,49,2
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,AIR,3,0.04,0.06,22,Brand#54,20,49,41
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,FOB,5,0.05,0.05,9,Brand#22,20,49,5
F,F,R,NONE,4,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,TRUCK,2,0,0.08,20,Brand#24,20,49,32
F,F,R,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,REG AIR,4,0,0.01,3,Brand#53,20,49,50
F,F,A,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,SHIP,6,0.07,0.08,16,Brand#21,20,49,15
F,F,A,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,MAIL,7,0.08,0.09,18,Brand#42,20,49,23
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,4,FURNITURE,AIR,3,0.02,0.08,24,Brand#33,13,50,16
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,FURNITURE,RAIL,2,0.02,0.05,24,Brand#55,13,50,24
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,4,FURNITURE,RAIL,1,0.03,0.1,5,Brand#23,13,50,20
F,F,R,NONE,2,Manufacturer#4,2-HIGH,3,BUILDING,MAIL,3,0.04,0.01,9,Brand#43,22,51,11
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,3,BUILDING,TRUCK,6,0.02,0.1,15,Brand#53,22,51,7
F,F,A,NONE,2,Manufacturer#5,2-HIGH,3,BUILDING,RAIL,4,0.08,0.08,8,Brand#54,22,51,33
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,3,BUILDING,AIR,5,0.07,0.06,0,Brand#21,22,51,13
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,BUILDING,RAIL,2,0,0.03,24,Brand#23,22,51,40
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,BUILDING,TRUCK,1,0.04,0.05,16,Brand#22,22,51,21
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,3,BUILDING,MAIL,7,0,0.03,11,Brand#14,22,51,45
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,0,BUILDING,AIR,2,0.03,0.06,0,Brand#34,14,52,38
O,O,N,COLLECT COD,1,Manufacturer#1,2-HIGH,0,BUILDING,MAIL,3,0.06,0.1,24,Brand#13,14,52,31
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,BUILDING,TRUCK,1,0.04,0.02,0,Brand#41,14,52,7
O,O,N,NONE,2,Manufacturer#4,2-HIGH,0,BUILDING,FOB,4,0.01,0.1,21,Brand#41,14,52,7
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,MAIL,3,0.06,0.06,12,Brand#11,5,53,30
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,AUTOMOBILE,MAIL,4,0.06,0.02,16,Brand#52,5,53,34
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,1,0.07,0.01,9,Brand#13,5,53,29
O,O,N,COLLECT COD,4,Manufacturer#4,1-URGENT,0,AUTOMOBILE,AIR,5,0.04,0.09,11,Brand#45,5,53,40
O,O,N,COLLECT COD,3,Manufacturer#1,1-URGENT,0,AUTOMOBILE,FOB,2,0.05,0.03,6,Brand#15,5,53,10
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,0,MACHINERY,MAIL,6,0.08,0.08,14,Brand#45,14,54,24
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,0,MACHINERY,TRUCK,1,0.07,0.05,12,Brand#11,14,54,28
F,F,A,COLLECT COD,4,Manufacturer#1,5-LOW,0,MACHINERY,MAIL,4,0.01,0.07,20,Brand#15,14,54,15
F,F,R,NONE,0,Manufacturer#2,5-LOW,0,MACHINERY,RAIL,2,0.05,0.07,16,Brand#22,14,54,21
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,0,MACHINERY,MAIL,3,0,0,3,Brand#31,14,54,28
F,F,R,COLLECT COD,2,Manufacturer#3,5-LOW,0,MACHINERY,RAIL,5,0.02,0.09,21,Brand#35,14,54,13
O,O,N,NONE,2,Manufacturer#1,3-MEDIUM,3,MACHINERY,SHIP,4,0,0,12,Brand#12,22,55,39
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,3,MACHINERY,MAIL,3,0,0.07,23,Brand#31,22,55,18
O,O,N,COLLECT COD,2,Manufacturer#2,3-MEDIUM,3,MACHINERY,SHIP,2,0.02,0.03,21,Brand#25,22,55,19
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,3,MACHINERY,RAIL,1,0.01,0,9,Brand#55,22,55,26
F,F,A,COLLECT COD,2,Manufacturer#5,3-MEDIUM,3,MACHINERY,MAIL,5,0.06,0.04,9,Brand#52,6,56,9
F,F,R,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,MACHINERY,FOB,4,0.04,0.1,6,Brand#53,6,56,46
F,F,R,NONE,0,Manufacturer#5,3-MEDIUM,3,MACHINERY,SHIP,2,0.04,0.07,0,Brand#55,6,56,47
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,3,MACHINERY,TRUCK,1,0.02,0.07,5,Brand#54,6,56,23
F,F,R,NONE,3,Manufacturer#2,3-MEDIUM,3,MACHINERY,MAIL,3,0.05,0.1,7,Brand#22,6,56,39
F,F,A,COLLECT COD,3,Manufacturer#2,3-MEDIUM,3,MACHINERY,REG AIR,7,0.05,0.07,23,Brand#24,6,56,20
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,MACHINERY,REG AIR,6,0.05,0.07,12,Brand#34,6,56,44
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,0,FURNITURE,TRUCK,2,0.06,0.04,2,Brand#22,0,57,41
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,0,FURNITURE,FOB,3,0.06,0.09,2,Brand#41,0,57,5
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,0,FURNITURE,RAIL,1,0.03,0,4,Brand#14,0,57,32
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,0,FURNITURE,FOB,4,0.02,0.05,19,Brand#14,0,57,15
F,F,A,COLLECT COD,2,Manufacturer#2,2-HIGH,0,FURNITURE,MAIL,5,0.07,0.02,8,Brand#23,0,57,23
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,5,0.08,0.08,17,Brand#35,3,58,12
O,O,N,NONE,1,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,1,0.04,0.1,1,Brand#51,3,58,3
O,O,N,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,REG AIR,3,0.07,0.04,16,Brand#51,3,58,32
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,REG AIR,6,0,0.03,24,Brand#35,3,58,46
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,MAIL,2,0.02,0.02,0,Brand#32,3,58,15
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,4,0.02,0.02,24,Brand#33,3,58,24
O,O,N,NONE,3,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,7,0.06,0.01,22,Brand#32,3,58,9
F,F,R,NONE,0,Manufacturer#3,3-MEDIUM,2,FURNITURE,REG AIR,7,0.01,0,14,Brand#34,18,59,50
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,2,FURNITURE,TRUCK,2,0.08,0.1,18,Brand#14,18,59,32
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,2,FURNITURE,REG AIR,5,0.06,0.09,24,Brand#13,18,59,50
F,F,A,COLLECT COD,2,Manufacturer#3,3-MEDIUM,2,FURNITURE,SHIP,4,0.05,0.1,9,Brand#33,18,59,22
F,F,A,COLLECT COD,3,Manufacturer#5,3-MEDIUM,2,FURNITURE,MAIL,6,0.01,0.02,19,Brand#51,18,59,3
F,F,R,COLLECT COD,0,Manufacturer#4,3-MEDIUM,2,FURNITURE,SHIP,1,0.02,0.09,16,Brand#44,18,59,39
F,F,R,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,FURNITURE,FOB,3,0.01,0.06,19,Brand#34,18,59,3
F,F,A,COLLECT COD,3,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,3,0.03,0.06,19,Brand#33,15,60,10
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,0,HOUSEHOLD,REG AIR,2,0.05,0.09,20,Brand#41,15,60,3
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,0,HOUSEHOLD,TRUCK,6,0.04,0.02,14,Brand#15,15,60,21
F,F,A,NONE,0,Manufacturer#2,2-HIGH,0,HOUSEHOLD,AIR,1,0.06,0.09,16,Brand#23,15,60,37
F,F,R,NONE,3,Manufacturer#3,2-HIGH,0,HOUSEHOLD,FOB,5,0.01,0.01,19,Brand#31,15,60,50
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,0,HOUSEHOLD,RAIL,4,0.05,0.09,23,Brand#45,15,60,29
O,O,N,NONE,3,Manufacturer#5,3-MEDIUM,3,FURNITURE,REG AIR,3,0,0.08,7,Brand#51,22,61,5
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,3,FURNITURE,RAIL,1,0.03,0.01,17,Brand#52,22,61,30
O,O,N,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,FURNITURE,SHIP,2,0.05,0.02,16,Brand#33,22,61,5
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,3,FURNITURE,SHIP,4,0.01,0.02,16,Brand#21,22,61,45
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,3,FURNITURE,FOB,5,0.02,0.06,8,Brand#51,22,61,28
O,O,N,NONE,3,Manufacturer#1,3-MEDIUM,3,FURNITURE,RAIL,6,0.02,0.03,7,Brand#15,22,61,26
O,O,N,COLLECT COD,0,Manufacturer#5,3-MEDIUM,3,FURNITURE,RAIL,7,0.01,0.03,14,Brand#52,22,61,41
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,SHIP,1,0,0.04,21,Brand#12,14,62,47
O,O,N,NONE,2,Manufacturer#5,1-URGENT,1,BUILDING,REG AIR,2,0.05,0.06,12,Brand#55,17,63,48
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,1,BUILDING,REG AIR,3,0.03,0,12,Brand#43,17,63,15
O,O,N,COLLECT COD,2,Manufacturer#5,1-URGENT,1,BUILDING,SHIP,5,0.08,0.05,12,Brand#54,17,63,3
O,O,N,NONE,2,Manufacturer#4,1-URGENT,1,BUILDING,REG AIR,6,0.04,0.02,18,Brand#45,17,63,40
O,O,N,COLLECT COD,0,Manufacturer#2,1-URGENT,1,BUILDING,AIR,1,0.01,0.02,16,Brand#22,17,63,3
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,BUILDING,REG AIR,4,0.03,0,6,Brand#13,17,63,9
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,4,BUILDING,SHIP,4,0.08,0.09,24,Brand#13,13,64,7
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,4,BUILDING,REG AIR,1,0.06,0.09,1,Brand#21,13,64,10
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,4,BUILDING,FOB,2,0,0.06,7,Brand#23,13,64,42
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,4,BUILDING,REG AIR,3,0.01,0.01,6,Brand#33,13,64,15
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,4,BUILDING,RAIL,5,0.02,0.04,23,Brand#44,13,64,20
F,F,A,COLLECT COD,3,Manufacturer#5,1-URGENT,3,HOUSEHOLD,FOB,2,0.05,0.02,23,Brand#52,23,65,35
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,RAIL,3,0.05,0.01,22,Brand#25,23,65,3
F,F,R,COLLECT COD,1,Manufacturer#2,1-URGENT,3,HOUSEHOLD,RAIL,4,0.08,0.02,24,Brand#21,23,65,21
F,F,A,COLLECT COD,0,Manufacturer#1,1-URGENT,3,HOUSEHOLD,RAIL,1,0.08,0.07,16,Brand#15,23,65,50
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,AIR,1,0.08,0.04,11,Brand#23,20,66,35
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,AIR,5,0.07,0.03,14,Brand#32,20,66,40
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,SHIP,4,0.05,0.06,16,Brand#41,20,66,23
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,SHIP,3,0.07,0.1,9,Brand#55,20,66,13
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,SHIP,2,0.06,0.03,15,Brand#21,20,66,18
F,F,R,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,TRUCK,4,0.03,0.03,15,Brand#43,18,67,31
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,MAIL,6,0.03,0.06,18,Brand#45,18,67,23
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,TRUCK,2,0.08,0,21,Brand#33,18,67,14
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.08,0.07,22,Brand#42,18,67,16
F,F,A,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,TRUCK,7,0.06,0.08,7,Brand#55,18,67,40
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,SHIP,1,0.04,0.04,12,Brand#13,18,67,22
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,MAIL,5,0.01,0.1,17,Brand#44,18,67,28
F,F,A,COLLECT COD,0,Manufacturer#5,5-LOW,3,BUILDING,AIR,1,0.07,0.04,16,Brand#51,23,68,19
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,3,BUILDING,AIR,4,0.05,0.08,0,Brand#25,23,68,27
F,F,R,NONE,3,Manufacturer#4,5-LOW,3,BUILDING,TRUCK,2,0.03,0.01,22,Brand#44,23,68,3
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,3,BUILDING,RAIL,3,0.03,0.08,19,Brand#45,23,68,21
F,F,R,COLLECT COD,0,Manufacturer#3,1-URGENT,3,BUILDING,TRUCK,4,0.07,0.02,16,Brand#32,23,69,15
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,3,BUILDING,MAIL,2,0.06,0.07,21,Brand#55,23,69,16
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,BUILDING,AIR,1,0,0.1,6,Brand#24,23,69,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,3,BUILDING,FOB,3,0.04,0.02,24,Brand#22,23,69,31
F,F,A,COLLECT COD,2,Manufacturer#3,5-LOW,2,AUTOMOBILE,RAIL,3,0.03,0.01,18,Brand#31,12,70,9
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,2,AUTOMOBILE,MAIL,6,0.04,0.1,7,Brand#31,12,70,37
F,F,A,NONE,2,Manufacturer#3,5-LOW,2,AUTOMOBILE,SHIP,7,0.07,0.08,21,Brand#35,12,70,42
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,AUTOMOBILE,SHIP,2,0.08,0.03,1,Brand#32,12,70,6
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,1,0.05,0.01,0,Brand#11,12,70,36
F,F,R,NONE,2,Manufacturer#3,5-LOW,2,AUTOMOBILE,FOB,5,0.04,0.07,18,Brand#32,12,70,8
F,F,A,NONE,1,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,4,0.06,0,24,Brand#13,12,70,14
F,F,A,NONE,4,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,3,0.05,0.02,10,Brand#34,12,71,26
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,2,BUILDING,REG AIR,2,0.02,0.01,24,Brand#53,12,71,8
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,2,BUILDING,SHIP,1,0,0.03,23,Brand#54,12,71,18
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,SHIP,1,0.04,0.05,0,Brand#44,0,72,43
F,F,R,NONE,2,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,TRUCK,2,0.01,0.06,9,Brand#32,0,72,33
F,F,R,COLLECT COD,2,Manufacturer#5,1-URGENT,3,BUILDING,AIR,1,0.04,0.07,9,Brand#52,22,73,39
F,F,R,COLLECT COD,4,Manufacturer#5,1-URGENT,3,BUILDING,FOB,3,0.03,0.02,20,Brand#54,22,73,18
F,F,A,COLLECT COD,4,Manufacturer#4,1-URGENT,3,BUILDING,REG AIR,2,0.04,0.01,20,Brand#42,22,73,46
O,O,N,COLLECT COD,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,TRUCK,1,0.04,0.01,13,Brand#11,3,74,13
O,O,N,COLLECT COD,0,Manufacturer#5,1-URGENT,1,AUTOMOBILE,FOB,2,0.01,0.1,0,Brand#52,3,74,17
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,2,HOUSEHOLD,SHIP,3,0.05,0.02,19,Brand#31,21,75,29
O,O,N,NONE,0,Manufacturer#5,2-HIGH,2,HOUSEHOLD,RAIL,1,0.02,0.08,16,Brand#53,21,75,37
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,2,HOUSEHOLD,REG AIR,2,0.02,0.09,7,Brand#34,21,75,15
O,O,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,FOB,2,0,0.1,6,Brand#42,3,76,49
O,O,N,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,SHIP,3,0.05,0.07,15,Brand#15,3,76,10
O,O,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,RAIL,1,0.01,0.05,19,Brand#42,3,76,44
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,MAIL,1,0.06,0.02,24,Brand#14,13,77,23
O,O,N,COLLECT COD,0,Manufacturer#1,1-URGENT,4,AUTOMOBILE,SHIP,1,0,0.08,5,Brand#11,10,78,2
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,4,AUTOMOBILE,MAIL,2,0.01,0.1,21,Brand#32,10,78,9
F,F,A,COLLECT COD,1,Manufacturer#3,2-HIGH,3,MACHINERY,REG AIR,1,0.05,0.09,24,Brand#31,22,79,34
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,2,AUTOMOBILE,AIR,5,0.05,0.04,14,Brand#11,21,80,35
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,RAIL,1,0.03,0.08,1,Brand#55,21,80,27
O,O,N,COLLECT COD,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,SHIP,4,0.04,0.05,18,Brand#15,21,80,46
O,O,N,COLLECT COD,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,REG AIR,2,0.08,0.01,9,Brand#43,21,80,42
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.05,0.06,18,Brand#13,21,80,2
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,0,BUILDING,MAIL,1,0.02,0.02,2,Brand#33,0,81,4
F,F,A,NONE,0,Manufacturer#2,3-MEDIUM,0,MACHINERY,FOB,2,0.07,0.09,5,Brand#25,16,82,22
F,F,R,NONE,1,Manufacturer#4,3-MEDIUM,0,MACHINERY,SHIP,1,0.05,0.08,24,Brand#44,16,82,23
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,MACHINERY,SHIP,2,0.08,0,24,Brand#51,13,83,9
O,O,N,COLLECT COD,4,Manufacturer#3,5-LOW,4,MACHINERY,MAIL,3,0.06,0.09,4,Brand#35,13,83,16
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,4,MACHINERY,MAIL,1,0,0.01,7,Brand#45,13,83,35
F,F,A,NONE,3,Manufacturer#5,5-LOW,3,FURNITURE,MAIL,2,0,0.04,6,Brand#54,7,84,18
F,F,R,COLLECT COD,3,Manufacturer#4,5-LOW,3,FURNITURE,AIR,1,0,0.1,6,Brand#45,7,84,23
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,3,FURNITURE,REG AIR,3,0.08,0.07,12,Brand#53,7,84,8
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,FURNITURE,RAIL,4,0.04,0.05,8,Brand#43,7,84,13
O,O,N,COLLECT COD,0,Manufacturer#2,5-LOW,2,AUTOMOBILE,MAIL,2,0.01,0.08,0,Brand#23,12,85,39
O,O,N,COLLECT COD,0,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,5,0.05,0.04,0,Brand#11,12,85,25
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,2,AUTOMOBILE,TRUCK,3,0.06,0.07,16,Brand#51,12,85,6
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,1,0.07,0.06,21,Brand#13,12,85,36
O,O,N,COLLECT COD,3,Manufacturer#1,5-LOW,2,AUTOMOBILE,REG AIR,4,0.07,0.01,19,Brand#15,12,85,18
