l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,NONE,2,Manufacturer#4,2,HOUSEHOLD,6,0.01,0.07,9,Brand#44,18,JUMBO PACK,47,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,0,FURNITURE,3,0.06,0.06,22,Brand#42,15,MED JAR,12,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,1,MACHINERY,1,0.02,0.01,20,Brand#54,3,WRAP BOX,2,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,4,AUTOMOBILE,4,0.06,0.02,14,Brand#22,4,SM PKG,18,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,0,MACHINERY,4,0.03,0.03,15,Brand#31,16,WRAP DRUM,28,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,0,AUTOMOBILE,1,0,0.04,4,Brand#13,16,JUMBO PACK,14,1,1
F,F,R,NONE,4,Manufacturer#3,1,HOUSEHOLD,4,0.05,0.04,4,Brand#35,17,WRAP DRUM,23,1,1
F,F,R,NONE,4,Manufacturer#2,0,MACHINERY,5,0.07,0.03,11,Brand#25,16,MED PKG,34,1,1
F,F,R,COLLECT COD,0,Manufacturer#3,3,HOUSEHOLD,3,0.01,0.06,0,Brand#31,19,LG CAN,11,1,0
F,F,A,COLLECT COD,2,Manufacturer#1,4,HOUSEHOLD,5,0.08,0.08,8,Brand#12,4,WRAP BAG,20,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,4,MACHINERY,1,0.05,0.09,24,Brand#24,4,WRAP DRUM,9,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,0,BUILDING,6,0.02,0.08,18,Brand#55,0,MED DRUM,37,1,0
F,F,A,COLLECT COD,4,Manufacturer#3,4,MACHINERY,7,0.01,0.02,20,Brand#35,11,JUMBO PKG,38,0,0
F,F,A,NONE,0,Manufacturer#5,1,MACHINERY,5,0.01,0.1,16,Brand#54,17,MED CASE,20,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3,FURNITURE,2,0,0.07,21,Brand#52,7,JUMBO CASE,19,1,1
F,F,A,COLLECT COD,1,Manufacturer#2,4,HOUSEHOLD,7,0.02,0.07,24,Brand#23,4,JUMBO PKG,36,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,4,HOUSEHOLD,3,0.03,0.05,21,Brand#31,20,SM PACK,29,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,3,AUTOMOBILE,7,0.02,0.09,15,Brand#42,19,WRAP DRUM,7,1,0
F,F,R,NONE,3,Manufacturer#3,1,FURNITURE,2,0.05,0.01,22,Brand#31,24,SM JAR,2,1,1
F,F,R,COLLECT COD,2,Manufacturer#3,0,HOUSEHOLD,2,0.03,0.03,8,Brand#33,16,WRAP PACK,36,1,0
F,F,A,COLLECT COD,3,Manufacturer#3,4,MACHINERY,4,0.05,0.08,7,Brand#34,10,LG BOX,7,1,0
F,F,A,NONE,3,Manufacturer#1,0,MACHINERY,2,0.08,0.04,7,Brand#14,5,SM BOX,18,0,1
F,F,A,NONE,2,Manufacturer#2,0,FURNITURE,1,0.07,0.09,18,Brand#21,5,WRAP JAR,46,1,1
F,F,A,NONE,3,Manufacturer#2,1,AUTOMOBILE,4,0.02,0.03,7,Brand#24,17,SM CAN,25,0,0
F,F,A,COLLECT COD,2,Manufacturer#1,2,HOUSEHOLD,5,0.02,0.02,21,Brand#12,9,JUMBO BAG,20,0,0
F,F,R,NONE,1,Manufacturer#4,4,MACHINERY,2,0.02,0.02,1,Brand#45,10,LG PACK,4,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,BUILDING,1,0.03,0.09,17,Brand#21,8,WRAP DRUM,45,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,2,AUTOMOBILE,2,0.06,0.04,7,Brand#23,21,SM PACK,15,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2,AUTOMOBILE,1,0.05,0.06,9,Brand#15,21,WRAP PACK,34,1,0
F,F,A,NONE,3,Manufacturer#1,2,BUILDING,4,0.06,0,7,Brand#11,21,WRAP BOX,14,0,0
F,F,A,NONE,2,Manufacturer#5,4,HOUSEHOLD,3,0.08,0.01,18,Brand#51,20,JUMBO BAG,23,1,0
F,F,A,NONE,4,Manufacturer#4,0,FURNITURE,1,0.06,0.06,20,Brand#44,0,SM BOX,50,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,0,FURNITURE,4,0.08,0.06,17,Brand#12,0,WRAP BOX,34,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,1,AUTOMOBILE,7,0.01,0.08,17,Brand#21,2,SM BAG,10,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,2,MACHINERY,3,0.03,0.07,16,Brand#31,9,JUMBO JAR,46,0,1
F,F,A,COLLECT COD,4,Manufacturer#4,0,FURNITURE,5,0.08,0.09,4,Brand#42,16,MED PKG,41,0,0
F,F,R,NONE,2,Manufacturer#3,3,HOUSEHOLD,3,0.03,0.01,18,Brand#32,22,MED PKG,10,0,1
F,F,R,NONE,3,Manufacturer#4,2,MACHINERY,5,0,0.08,22,Brand#42,21,LG PACK,44,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,2,MACHINERY,1,0,0.05,14,Brand#24,21,LG PACK,13,1,1
F,F,R,NONE,1,Manufacturer#1,2,MACHINERY,3,0.06,0,1,Brand#15,21,WRAP PKG,3,0,1
F,F,A,COLLECT COD,3,Manufacturer#4,1,MACHINERY,3,0.03,0.01,23,Brand#44,17,WRAP CAN,37,1,1
F,F,A,COLLECT COD,2,Manufacturer#3,3,MACHINERY,1,0.01,0.05,12,Brand#33,23,JUMBO DRUM,1,1,1
F,F,A,COLLECT COD,1,Manufacturer#2,2,AUTOMOBILE,4,0.03,0,3,Brand#25,9,WRAP CASE,4,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3,HOUSEHOLD,7,0.07,0.04,0,Brand#13,22,JUMBO JAR,29,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,2,FURNITURE,1,0.08,0.1,4,Brand#32,8,JUMBO PKG,2,1,0
F,F,R,COLLECT COD,2,Manufacturer#4,4,AUTOMOBILE,3,0.04,0.1,18,Brand#42,4,JUMBO JAR,20,0,1
F,F,A,NONE,2,Manufacturer#3,4,HOUSEHOLD,3,0.05,0.08,18,Brand#34,20,MED CAN,16,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3,AUTOMOBILE,2,0.05,0.02,9,Brand#54,19,WRAP BOX,31,1,0
F,F,R,COLLECT COD,2,Manufacturer#5,2,FURNITURE,4,0.03,0.06,12,Brand#53,8,LG PACK,14,1,0
F,F,A,COLLECT COD,2,Manufacturer#2,0,AUTOMOBILE,2,0.03,0.1,8,Brand#25,14,WRAP CASE,50,0,1
F,F,A,COLLECT COD,4,Manufacturer#1,0,HOUSEHOLD,2,0.05,0,11,Brand#14,5,WRAP CASE,12,1,1
F,F,R,COLLECT COD,2,Manufacturer#4,2,FURNITURE,6,0.04,0.01,18,Brand#41,9,SM JAR,38,0,0
F,F,R,NONE,4,Manufacturer#5,2,BUILDING,7,0.04,0.01,10,Brand#53,12,JUMBO BAG,15,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,0,MACHINERY,3,0.02,0.08,9,Brand#21,15,SM CAN,49,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,FURNITURE,1,0,0.09,7,Brand#12,11,SM CAN,35,1,0
F,F,A,COLLECT COD,4,Manufacturer#5,3,FURNITURE,2,0.05,0.04,13,Brand#51,23,MED BAG,48,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,3,FURNITURE,5,0.05,0.05,15,Brand#43,7,SM PKG,35,1,1
F,F,A,NONE,4,Manufacturer#3,1,MACHINERY,1,0.05,0.1,11,Brand#33,3,LG DRUM,7,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2,MACHINERY,3,0.06,0.1,7,Brand#14,18,WRAP PKG,26,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,2,MACHINERY,2,0.04,0.09,6,Brand#41,21,LG PKG,4,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,3,BUILDING,1,0.03,0.05,1,Brand#23,22,SM BOX,8,1,0
F,F,R,COLLECT COD,0,Manufacturer#3,4,HOUSEHOLD,2,0.02,0.08,14,Brand#31,11,WRAP PKG,25,0,0
F,F,R,COLLECT COD,1,Manufacturer#5,0,AUTOMOBILE,2,0.02,0.05,1,Brand#52,15,SM BOX,7,0,0
F,F,R,NONE,1,Manufacturer#1,3,FURNITURE,3,0.04,0.01,2,Brand#14,19,MED BAG,30,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,1,FURNITURE,3,0.06,0.08,8,Brand#15,3,MED BOX,44,1,0
F,F,A,NONE,2,Manufacturer#5,1,HOUSEHOLD,4,0.03,0.05,18,Brand#54,24,WRAP BOX,42,1,1
F,F,A,NONE,3,Manufacturer#3,1,HOUSEHOLD,1,0.07,0.03,7,Brand#31,3,SM JAR,32,0,0
F,F,R,COLLECT COD,4,Manufacturer#2,3,AUTOMOBILE,2,0.07,0.07,11,Brand#24,6,MED PACK,31,0,0
F,F,A,COLLECT COD,1,Manufacturer#1,4,HOUSEHOLD,3,0.01,0.1,3,Brand#14,20,SM PKG,36,1,1
F,F,A,NONE,0,Manufacturer#2,3,BUILDING,2,0.01,0.01,0,Brand#21,19,MED CAN,22,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,0,MACHINERY,2,0.03,0.06,5,Brand#52,14,JUMBO CASE,45,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3,MACHINERY,7,0,0.06,14,Brand#12,6,LG PACK,6,0,0
F,F,R,COLLECT COD,2,Manufacturer#2,1,FURNITURE,1,0.02,0.03,12,Brand#24,17,LG JAR,17,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,3,MACHINERY,5,0.08,0.06,12,Brand#25,6,LG PKG,25,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,2,MACHINERY,2,0.03,0.1,12,Brand#34,21,LG PACK,9,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,0,BUILDING,2,0.02,0,0,Brand#51,0,WRAP PKG,27,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,4,MACHINERY,1,0.07,0.1,1,Brand#45,20,LG PACK,4,0,0
F,F,A,COLLECT COD,2,Manufacturer#2,1,BUILDING,6,0.03,0.02,18,Brand#25,24,SM DRUM,1,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,0,AUTOMOBILE,3,0.07,0.07,6,Brand#52,5,WRAP JAR,5,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1,MACHINERY,2,0.03,0.04,3,Brand#55,1,MED BAG,39,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,1,HOUSEHOLD,3,0.08,0.01,15,Brand#52,24,SM JAR,16,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,0,BUILDING,6,0,0.06,18,Brand#14,14,SM PKG,43,0,0
F,F,A,COLLECT COD,0,Manufacturer#2,2,HOUSEHOLD,3,0,0.04,0,Brand#23,8,MED BOX,31,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4,AUTOMOBILE,3,0,0.04,7,Brand#23,20,JUMBO BOX,34,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4,AUTOMOBILE,1,0.06,0.02,23,Brand#41,20,SM DRUM,3,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2,FURNITURE,1,0.06,0.08,22,Brand#54,9,LG BAG,49,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,2,MACHINERY,4,0.03,0.03,14,Brand#31,12,JUMBO BAG,8,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,1,AUTOMOBILE,3,0.01,0.04,22,Brand#53,17,LG PKG,23,0,0
F,F,A,COLLECT COD,3,Manufacturer#2,1,FURNITURE,4,0.03,0.09,6,Brand#22,17,SM BOX,28,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,3,HOUSEHOLD,4,0.01,0.1,23,Brand#53,6,SM CASE,20,0,0
F,F,R,NONE,1,Manufacturer#1,2,BUILDING,1,0.03,0.05,17,Brand#12,18,JUMBO BOX,49,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,4,HOUSEHOLD,3,0.01,0,7,Brand#22,13,JUMBO CASE,40,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,0,MACHINERY,3,0.08,0.09,23,Brand#34,0,MED DRUM,41,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,1,BUILDING,2,0.04,0.04,15,Brand#22,24,JUMBO CAN,38,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,2,MACHINERY,1,0.07,0.03,15,Brand#34,8,MED JAR,48,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,2,AUTOMOBILE,1,0.05,0.03,15,Brand#51,18,SM JAR,45,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,3,AUTOMOBILE,4,0.06,0.08,0,Brand#31,7,JUMBO BAG,24,0,0
F,F,R,NONE,2,Manufacturer#5,0,MACHINERY,3,0.05,0,21,Brand#55,0,WRAP PKG,7,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,0,HOUSEHOLD,5,0.05,0.02,22,Brand#24,0,WRAP PACK,40,0,0
F,F,A,COLLECT COD,1,Manufacturer#5,3,MACHINERY,2,0.02,0.1,17,Brand#53,22,LG CAN,36,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,3,MACHINERY,3,0,0,10,Brand#51,19,SM BAG,36,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,3,HOUSEHOLD,2,0.05,0.01,13,Brand#13,6,SM CASE,28,0,1
F,F,R,NONE,2,Manufacturer#3,3,BUILDING,5,0.07,0.09,21,Brand#32,6,SM PKG,6,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,0,BUILDING,2,0.04,0.08,9,Brand#11,15,SM CAN,9,1,0
F,F,A,NONE,3,Manufacturer#4,1,HOUSEHOLD,3,0.07,0.07,7,Brand#45,17,LG PACK,34,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,4,FURNITURE,2,0,0,14,Brand#24,10,JUMBO BAG,4,1,0
F,F,R,COLLECT COD,3,Manufacturer#3,3,FURNITURE,1,0.05,0.03,7,Brand#31,22,LG PKG,3,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1,MACHINERY,5,0.03,0.07,10,Brand#44,1,WRAP CAN,38,1,1
F,F,A,COLLECT COD,3,Manufacturer#1,3,BUILDING,2,0.06,0.04,7,Brand#12,19,JUMBO CAN,42,1,0
F,F,R,COLLECT COD,0,Manufacturer#2,3,AUTOMOBILE,1,0.04,0.06,16,Brand#21,19,LG JAR,40,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,1,BUILDING,1,0.01,0.07,13,Brand#14,3,SM CAN,29,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4,FURNITURE,1,0.01,0.05,11,Brand#23,13,MED BAG,49,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,2,FURNITURE,7,0.08,0,11,Brand#12,21,JUMBO CAN,14,1,0
F,F,R,COLLECT COD,2,Manufacturer#2,2,BUILDING,4,0.06,0.1,9,Brand#22,18,LG BOX,28,1,0
F,F,A,COLLECT COD,3,Manufacturer#4,3,AUTOMOBILE,1,0.03,0.06,7,Brand#45,22,MED PACK,34,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,4,HOUSEHOLD,3,0.03,0.05,13,Brand#52,4,SM PACK,34,0,0
F,F,A,NONE,1,Manufacturer#4,4,FURNITURE,1,0.07,0.02,24,Brand#45,4,MED PACK,29,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,1,BUILDING,5,0.07,0.05,19,Brand#53,17,WRAP BOX,24,0,0
F,F,A,NONE,2,Manufacturer#4,4,HOUSEHOLD,2,0.02,0.09,21,Brand#42,20,MED CAN,25,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,4,FURNITURE,1,0.07,0.01,6,Brand#52,13,WRAP BAG,47,0,0
F,F,R,NONE,2,Manufacturer#4,2,AUTOMOBILE,2,0.08,0.05,21,Brand#43,8,MED DRUM,22,0,1
F,F,A,COLLECT COD,1,Manufacturer#5,0,FURNITURE,2,0.03,0,17,Brand#52,14,SM DRUM,29,0,0
F,F,R,COLLECT COD,3,Manufacturer#3,3,BUILDING,5,0.08,0.02,6,Brand#31,19,SM CASE,4,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1,MACHINERY,2,0.07,0.08,1,Brand#34,17,JUMBO BOX,32,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1,BUILDING,2,0.04,0,23,Brand#52,3,MED BOX,1,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,4,HOUSEHOLD,1,0.03,0,9,Brand#44,4,JUMBO BOX,34,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,3,MACHINERY,2,0.07,0.07,2,Brand#25,23,SM BAG,12,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,0,FURNITURE,5,0.08,0.06,20,Brand#25,0,SM JAR,36,0,1
F,F,A,NONE,0,Manufacturer#1,3,FURNITURE,1,0.01,0.02,15,Brand#15,7,WRAP CASE,38,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2,AUTOMOBILE,1,0.08,0,6,Brand#34,18,WRAP PACK,50,1,1
F,F,A,COLLECT COD,3,Manufacturer#3,4,FURNITURE,2,0.06,0.09,19,Brand#35,11,WRAP CAN,46,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,FURNITURE,6,0.02,0.06,9,Brand#25,4,WRAP JAR,14,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,1,AUTOMOBILE,3,0.06,0.05,16,Brand#51,3,LG BOX,12,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1,AUTOMOBILE,2,0.08,0.03,2,Brand#41,3,SM PKG,8,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,2,AUTOMOBILE,3,0.06,0.07,22,Brand#53,18,SM BAG,49,1,1
F,F,R,COLLECT COD,3,Manufacturer#4,2,MACHINERY,3,0.08,0.02,7,Brand#44,9,JUMBO PACK,27,0,0
F,F,A,NONE,0,Manufacturer#4,4,HOUSEHOLD,2,0,0.05,5,Brand#43,11,WRAP DRUM,18,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,0,BUILDING,4,0.04,0.03,0,Brand#23,16,LG CAN,10,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,0,BUILDING,2,0.08,0.1,6,Brand#24,16,MED CAN,10,1,0
F,F,A,NONE,4,Manufacturer#2,0,FURNITURE,5,0.02,0.09,10,Brand#21,0,MED BOX,5,0,0
F,F,R,COLLECT COD,1,Manufacturer#3,2,FURNITURE,1,0.07,0.08,24,Brand#33,9,WRAP PACK,46,1,0
F,F,A,COLLECT COD,0,Manufacturer#2,3,HOUSEHOLD,6,0.01,0.04,14,Brand#21,23,WRAP PACK,17,1,0
F,F,A,COLLECT COD,2,Manufacturer#5,2,MACHINERY,4,0.03,0.1,18,Brand#54,9,JUMBO DRUM,18,1,1
F,F,R,COLLECT COD,1,Manufacturer#5,1,AUTOMOBILE,3,0.08,0.01,2,Brand#54,17,MED CAN,9,0,0
F,F,R,COLLECT COD,2,Manufacturer#1,0,AUTOMOBILE,1,0.04,0.01,21,Brand#13,0,WRAP BAG,47,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,0,BUILDING,1,0.05,0.05,18,Brand#13,5,SM PKG,38,0,0
F,F,R,NONE,3,Manufacturer#1,0,AUTOMOBILE,2,0.07,0.04,23,Brand#13,15,WRAP CASE,23,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,4,BUILDING,1,0.01,0.07,14,Brand#21,20,MED CASE,28,1,0
F,F,A,NONE,3,Manufacturer#5,1,HOUSEHOLD,3,0.05,0.1,19,Brand#54,24,WRAP JAR,24,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,2,MACHINERY,1,0.07,0.05,6,Brand#34,18,SM JAR,36,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,4,AUTOMOBILE,2,0.02,0.07,16,Brand#32,20,JUMBO CAN,25,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,AUTOMOBILE,4,0.01,0.07,7,Brand#14,20,SM BAG,37,1,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1,MACHINERY,2,0.01,0.07,13,Brand#45,2,SM BAG,2,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,4,HOUSEHOLD,3,0.08,0.05,0,Brand#35,11,SM CASE,20,1,1
F,F,R,NONE,4,Manufacturer#4,4,HOUSEHOLD,2,0.07,0.07,20,Brand#43,11,MED JAR,48,0,1
F,F,R,NONE,1,Manufacturer#3,4,FURNITURE,5,0.04,0.08,3,Brand#34,10,LG CAN,37,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,4,BUILDING,1,0.03,0.01,4,Brand#23,10,JUMBO CASE,22,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3,AUTOMOBILE,3,0.01,0.02,18,Brand#35,7,WRAP JAR,38,0,0
F,F,A,NONE,4,Manufacturer#3,1,BUILDING,1,0.04,0.08,10,Brand#35,2,LG PKG,27,0,0
F,F,R,COLLECT COD,3,Manufacturer#2,3,MACHINERY,5,0.08,0.04,23,Brand#22,23,JUMBO PKG,46,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3,MACHINERY,6,0.02,0.07,12,Brand#25,7,LG DRUM,10,1,0
F,F,R,NONE,4,Manufacturer#1,1,BUILDING,3,0.03,0.08,11,Brand#11,24,LG BOX,24,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,0,MACHINERY,1,0.08,0,6,Brand#54,15,SM DRUM,22,0,1
F,F,A,COLLECT COD,3,Manufacturer#4,2,BUILDING,2,0.08,0.1,23,Brand#42,12,SM DRUM,45,0,0
F,F,A,COLLECT COD,2,Manufacturer#3,3,BUILDING,1,0.01,0,12,Brand#32,6,WRAP BAG,31,1,1
F,F,R,COLLECT COD,4,Manufacturer#2,4,BUILDING,4,0.04,0,4,Brand#24,13,LG BOX,25,1,1
F,F,A,NONE,1,Manufacturer#2,4,FURNITURE,1,0,0.01,2,Brand#21,10,WRAP CAN,16,0,1
F,F,R,COLLECT COD,1,Manufacturer#4,0,FURNITURE,2,0.07,0.08,2,Brand#41,14,SM BOX,28,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1,MACHINERY,4,0.01,0.03,6,Brand#15,24,MED BAG,25,1,1
F,F,R,NONE,0,Manufacturer#2,4,HOUSEHOLD,1,0.01,0.03,14,Brand#21,13,SM BOX,30,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4,FURNITURE,1,0.02,0.09,0,Brand#45,11,MED PKG,49,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,2,AUTOMOBILE,2,0.02,0,19,Brand#34,18,WRAP PKG,28,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1,FURNITURE,3,0.01,0.08,17,Brand#14,17,JUMBO PACK,26,0,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,3,MACHINERY,1,0.02,0.1,0,Brand#32,19,WRAP PKG,29,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,0,AUTOMOBILE,3,0.06,0.08,14,Brand#35,0,JUMBO JAR,29,0,1
F,F,A,COLLECT COD,4,Manufacturer#3,2,MACHINERY,2,0,0.02,20,Brand#33,8,SM BOX,27,0,0
F,F,A,COLLECT COD,3,Manufacturer#1,3,MACHINERY,2,0,0.05,6,Brand#15,6,WRAP CAN,19,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,1,FURNITURE,3,0.05,0.02,22,Brand#35,2,MED DRUM,4,0,0
F,F,R,COLLECT COD,3,Manufacturer#1,4,HOUSEHOLD,1,0.07,0.1,6,Brand#15,11,SM JAR,34,1,0
F,F,R,COLLECT COD,0,Manufacturer#4,3,MACHINERY,3,0.06,0.09,16,Brand#41,22,LG BOX,23,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,4,BUILDING,4,0.03,0.06,22,Brand#53,10,SM PACK,26,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,4,MACHINERY,2,0,0.04,1,Brand#22,13,WRAP CAN,45,1,1
F,F,A,COLLECT COD,0,Manufacturer#2,3,MACHINERY,1,0.05,0.04,5,Brand#22,23,MED PACK,45,0,0
F,F,A,COLLECT COD,1,Manufacturer#1,3,HOUSEHOLD,3,0.05,0.09,17,Brand#13,22,SM CASE,16,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2,FURNITURE,1,0.06,0.03,23,Brand#11,12,SM CAN,41,0,1
F,F,R,COLLECT COD,0,Manufacturer#4,4,MACHINERY,4,0.06,0.08,0,Brand#45,10,MED JAR,37,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4,HOUSEHOLD,5,0,0.08,18,Brand#33,4,SM BAG,13,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,1,BUILDING,3,0.05,0,7,Brand#51,24,MED PACK,17,0,0
F,F,A,NONE,0,Manufacturer#2,1,BUILDING,3,0.05,0.03,15,Brand#24,2,MED BOX,2,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,0,AUTOMOBILE,1,0.01,0.05,10,Brand#14,14,SM PKG,22,0,0
F,F,A,NONE,3,Manufacturer#4,4,FURNITURE,3,0.07,0.03,23,Brand#44,4,SM CASE,6,0,0
F,F,A,COLLECT COD,4,Manufacturer#5,4,MACHINERY,6,0,0.05,20,Brand#54,13,MED BAG,14,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,BUILDING,3,0.04,0.05,2,Brand#23,8,JUMBO DRUM,27,1,0
F,F,R,COLLECT COD,4,Manufacturer#5,2,BUILDING,5,0.08,0.02,20,Brand#52,8,LG BAG,24,0,0
F,F,R,NONE,4,Manufacturer#1,0,FURNITURE,2,0.01,0.06,20,Brand#12,16,SM CAN,9,1,1
F,F,A,NONE,1,Manufacturer#3,0,HOUSEHOLD,1,0.03,0.06,2,Brand#34,16,MED PACK,29,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,2,BUILDING,3,0.03,0.06,24,Brand#53,12,JUMBO BOX,40,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,2,BUILDING,1,0.08,0,7,Brand#53,9,LG PACK,6,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,1,MACHINERY,4,0.06,0.09,18,Brand#12,1,MED PKG,19,1,1
F,F,R,COLLECT COD,2,Manufacturer#2,1,FURNITURE,2,0.02,0.06,8,Brand#25,17,WRAP CAN,9,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2,HOUSEHOLD,2,0.01,0.05,7,Brand#31,12,WRAP BAG,3,1,0
F,F,A,NONE,2,Manufacturer#3,0,FURNITURE,2,0.04,0.01,8,Brand#33,5,JUMBO PKG,4,0,1
