l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,4,REG AIR,1,0.08,3,Brand#23,20,SM PACK,45,861,17248.6272
F,F,A,NONE,3,Manufacturer#4,3-MEDIUM,2,AIR,5,0.05,22,Brand#44,8,LG CASE,17,862,27585.8688
F,F,A,COLLECT COD,4,Manufacturer#1,1-URGENT,3,RAIL,5,0.02,11,Brand#12,22,LG BAG,38,863,33851.952
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,3,MAIL,3,0.04,18,Brand#42,19,JUMBO BAG,27,864,14519.54
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,1,AIR,3,0.03,0,Brand#35,3,MED CASE,45,865,11466.576
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,MAIL,3,0.04,18,Brand#34,22,WRAP PACK,32,866,26613.72
F,F,R,COLLECT COD,3,Manufacturer#3,1-URGENT,3,TRUCK,1,0.02,22,Brand#32,22,LG CASE,10,866,50122.2645
F,F,A,NONE,4,Manufacturer#5,2-HIGH,1,AIR,3,0,13,Brand#53,1,WRAP CAN,36,867,25767.0495
F,F,R,NONE,1,Manufacturer#5,2-HIGH,1,RAIL,3,0.07,17,Brand#55,2,WRAP BAG,13,868,35230.272
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,TRUCK,1,0.04,8,Brand#31,2,LG DRUM,47,868,29268.2544
F,F,R,COLLECT COD,0,Manufacturer#1,2-HIGH,1,REG AIR,2,0.05,0,Brand#12,2,SM DRUM,47,868,30998.9376
F,F,R,COLLECT COD,1,Manufacturer#3,1-URGENT,3,FOB,2,0.05,24,Brand#35,19,WRAP JAR,46,869,64280.1555
F,F,A,COLLECT COD,1,Manufacturer#2,1-URGENT,1,TRUCK,7,0.06,24,Brand#25,24,SM BOX,1,870,23896.35
F,F,A,NONE,1,Manufacturer#2,1-URGENT,1,MAIL,6,0.01,3,Brand#22,24,WRAP BOX,6,870,11990.16
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,3,RAIL,2,0.02,22,Brand#15,7,JUMBO PACK,16,871,75501.12
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,SHIP,1,0.05,6,Brand#24,1,WRAP BOX,33,872,27796.32
F,F,A,NONE,1,Manufacturer#5,3-MEDIUM,1,FOB,2,0.04,3,Brand#55,1,WRAP DRUM,42,872,82047.072
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,0,SHIP,4,0.04,21,Brand#14,15,SM CAN,39,873,58534.8828
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,0,MAIL,1,0.05,16,Brand#55,15,JUMBO JAR,46,873,2450.3732
F,F,A,NONE,4,Manufacturer#2,5-LOW,0,MAIL,3,0.04,20,Brand#24,15,MED CASE,26,873,52817.589
F,F,N,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,0,MAIL,6,0.01,19,Brand#35,15,WRAP PKG,7,873,21232.1538
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,FOB,5,0.07,21,Brand#53,15,MED PACK,35,873,10672.9344
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,0,TRUCK,2,0.05,2,Brand#11,15,LG BOX,43,873,29336.58
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,0,AIR,7,0.02,14,Brand#14,15,MED PACK,10,873,17716.5186
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,4,REG AIR,2,0.08,6,Brand#42,4,SM BOX,27,874,35791.9056
F,P,R,COLLECT COD,4,Manufacturer#4,1-URGENT,2,FOB,2,0.01,10,Brand#43,8,MED CASE,13,875,60494.147
F,P,A,NONE,1,Manufacturer#3,1-URGENT,2,AIR,5,0.06,1,Brand#33,8,SM DRUM,10,875,27389.64
F,P,A,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,2,FOB,4,0.08,7,Brand#22,8,MED DRUM,20,875,1788.6121
O,P,N,COLLECT COD,4,Manufacturer#1,1-URGENT,2,SHIP,3,0.06,20,Brand#11,8,MED PACK,39,875,83306.405
F,P,R,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,2,AIR,1,0.05,19,Brand#35,8,WRAP DRUM,11,875,21561.864
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,3,RAIL,1,0,23,Brand#15,7,JUMBO CAN,29,876,81517.104
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,3,MAIL,4,0,8,Brand#32,6,MED BOX,18,877,9297.1264
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,3,AIR,6,0.01,18,Brand#35,6,JUMBO PACK,26,877,14050.3935
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,4,MAIL,6,0.05,17,Brand#33,20,LG CAN,37,878,19323.6524
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,4,TRUCK,5,0.03,8,Brand#34,20,WRAP PKG,29,878,35315.28
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,1,TRUCK,3,0.06,21,Brand#42,1,JUMBO BAG,2,872,70359.576
F,F,A,NONE,4,Manufacturer#5,4-NOT SPECIFIED,0,FOB,1,0.08,11,Brand#52,14,WRAP BOX,1,879,19066.5625
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,0,MAIL,3,0.06,20,Brand#24,14,SM DRUM,30,879,41062.1952
O,P,N,COLLECT COD,4,Manufacturer#1,1-URGENT,1,FOB,3,0.02,11,Brand#13,1,JUMBO CAN,45,880,27412.506
F,P,R,COLLECT COD,1,Manufacturer#4,1-URGENT,1,RAIL,1,0.06,1,Brand#45,1,JUMBO JAR,50,880,44829.512
F,P,R,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,FOB,2,0.01,14,Brand#52,1,WRAP DRUM,12,880,40917.492
O,P,N,COLLECT COD,4,Manufacturer#5,1-URGENT,1,SHIP,4,0.08,13,Brand#52,1,JUMBO CASE,2,880,23437.6647
F,F,R,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,1,FOB,4,0,15,Brand#41,3,SM BAG,6,865,74213.1264
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,1,REG AIR,3,0.07,20,Brand#32,24,JUMBO PACK,45,881,6327.9315
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,4,FOB,3,0.05,0,Brand#43,11,WRAP PKG,40,882,16005.942
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,4,FOB,1,0.04,18,Brand#52,11,JUMBO PACK,21,882,3989.484
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,RAIL,2,0.05,7,Brand#51,11,SM DRUM,27,882,14162.049
F,F,A,COLLECT COD,1,Manufacturer#2,2-HIGH,0,FOB,2,0.02,2,Brand#22,5,SM JAR,44,883,15305.4936
F,P,N,NONE,1,Manufacturer#1,1-URGENT,0,SHIP,3,0.08,3,Brand#15,14,LG JAR,4,884,12302.3516
F,P,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,0,MAIL,4,0,23,Brand#43,14,SM BAG,48,884,76125.9
O,P,N,COLLECT COD,0,Manufacturer#2,1-URGENT,0,FOB,1,0.06,16,Brand#21,14,WRAP CAN,40,884,3153.4866
F,P,A,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,0,FOB,2,0.05,11,Brand#35,14,SM BOX,36,884,13308.9975
F,P,A,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,0,MAIL,5,0.06,10,Brand#15,14,MED BOX,30,884,20352.04
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,1,RAIL,1,0.06,12,Brand#13,24,MED BOX,49,881,89175.59
F,F,A,NONE,2,Manufacturer#2,2-HIGH,1,RAIL,2,0.02,8,Brand#24,24,MED BAG,25,881,16059.693
F,F,A,NONE,3,Manufacturer#4,3-MEDIUM,0,TRUCK,4,0.03,23,Brand#43,15,LG BAG,23,885,14022.72
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,4,FOB,3,0.03,15,Brand#23,11,LG JAR,36,886,55329.628
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,0,RAIL,1,0.07,6,Brand#52,15,SM CASE,36,885,8449.3824
F,F,A,COLLECT COD,2,Manufacturer#5,5-LOW,2,RAIL,3,0,12,Brand#51,8,LG CASE,27,887,18876.3392
F,F,R,NONE,4,Manufacturer#3,5-LOW,2,TRUCK,2,0.05,20,Brand#35,8,LG JAR,23,887,49028.7875
F,F,R,NONE,1,Manufacturer#3,1-URGENT,2,TRUCK,3,0.04,3,Brand#35,21,JUMBO CAN,33,888,60784.96
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,0,RAIL,4,0.04,0,Brand#31,15,LG BOX,8,889,49710.6792
F,F,R,COLLECT COD,2,Manufacturer#3,3-MEDIUM,0,AIR,3,0.04,12,Brand#35,15,LG PKG,4,889,69804.48
F,F,R,COLLECT COD,0,Manufacturer#4,3-MEDIUM,0,REG AIR,5,0.04,15,Brand#42,15,MED JAR,35,889,61873.1568
F,F,R,NONE,0,Manufacturer#5,2-HIGH,4,SHIP,3,0,5,Brand#53,20,JUMBO JAR,2,890,12433.2175
F,F,N,COLLECT COD,4,Manufacturer#4,2-HIGH,3,REG AIR,4,0.04,11,Brand#42,6,MED BOX,17,891,1848.8976
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,3,SHIP,5,0.05,15,Brand#43,6,MED JAR,11,891,9015.8292
F,F,R,COLLECT COD,1,Manufacturer#3,2-HIGH,3,SHIP,2,0.08,3,Brand#34,6,LG DRUM,33,891,22673.7355
F,F,R,NONE,1,Manufacturer#1,2-HIGH,3,TRUCK,3,0.03,3,Brand#15,6,LG CAN,50,891,20611.6272
F,F,R,NONE,1,Manufacturer#2,2-HIGH,3,MAIL,1,0.02,24,Brand#21,6,LG CAN,11,891,35345.8
F,F,R,NONE,0,Manufacturer#5,1-URGENT,2,RAIL,5,0.04,15,Brand#52,21,SM JAR,22,888,8736.0075
F,F,R,NONE,0,Manufacturer#5,1-URGENT,2,SHIP,2,0.02,14,Brand#54,21,LG BOX,42,888,42535.186
F,F,R,COLLECT COD,4,Manufacturer#3,1-URGENT,2,REG AIR,1,0.04,11,Brand#32,21,JUMBO DRUM,3,888,62613.4212
F,F,R,COLLECT COD,2,Manufacturer#3,2-HIGH,1,REG AIR,3,0.03,18,Brand#35,3,JUMBO CAN,44,892,19405.386
F,F,R,NONE,3,Manufacturer#3,2-HIGH,1,TRUCK,1,0.06,19,Brand#31,3,JUMBO JAR,15,892,43830.0944
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,1,MAIL,7,0.03,19,Brand#13,3,MED DRUM,34,892,31770.13
F,F,R,COLLECT COD,4,Manufacturer#5,1-URGENT,1,TRUCK,3,0.06,11,Brand#52,1,LG CAN,49,893,20525.4231
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,1,AIR,2,0.02,7,Brand#54,1,JUMBO CASE,42,893,39577.824
F,F,R,NONE,3,Manufacturer#1,1-URGENT,1,REG AIR,6,0,6,Brand#15,1,JUMBO JAR,14,893,40306.56
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,MAIL,5,0.04,14,Brand#55,1,SM BOX,44,893,25247.88
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,1,MAIL,4,0.03,8,Brand#11,1,MED CASE,5,893,32532.84
F,F,A,NONE,4,Manufacturer#5,3-MEDIUM,2,AIR,1,0.04,11,Brand#52,18,LG BAG,8,894,17428.1535
F,F,R,NONE,2,Manufacturer#3,5-LOW,3,AIR,1,0.08,18,Brand#35,22,MED DRUM,34,895,57702.088
F,F,R,COLLECT COD,4,Manufacturer#2,3-MEDIUM,0,AIR,1,0.05,10,Brand#25,5,JUMBO BOX,14,896,51230.8797
F,F,R,NONE,2,Manufacturer#2,3-MEDIUM,0,MAIL,4,0.01,9,Brand#24,5,MED PACK,39,896,48450.87
F,F,A,COLLECT COD,3,Manufacturer#1,5-LOW,3,REG AIR,1,0.04,22,Brand#15,19,LG BOX,43,897,43280.5465
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,3,REG AIR,3,0.05,12,Brand#43,19,JUMBO JAR,25,897,21944.8152
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,4,SHIP,3,0,8,Brand#35,11,SM BAG,21,898,1018.6455
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,4,MAIL,1,0.04,11,Brand#24,11,MED PACK,50,898,16928.0925
F,F,A,NONE,3,Manufacturer#3,3-MEDIUM,4,SHIP,3,0.08,22,Brand#32,13,WRAP DRUM,7,899,17277.15
F,F,A,NONE,2,Manufacturer#5,3-MEDIUM,4,MAIL,1,0.04,9,Brand#52,13,LG JAR,39,899,26999.28
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,MAIL,6,0.06,7,Brand#53,13,SM PACK,46,899,10278.4716
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,4,RAIL,4,0.01,16,Brand#42,13,SM BAG,22,899,19834.8898
F,F,R,NONE,1,Manufacturer#5,3-MEDIUM,4,AIR,5,0,24,Brand#55,13,SM PACK,36,899,31491.009
O,P,N,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,4,MAIL,1,0,7,Brand#43,10,SM DRUM,42,900,48318.9888
F,P,N,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,4,SHIP,4,0.07,22,Brand#31,10,LG DRUM,4,900,22928.274
F,P,A,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,RAIL,2,0.02,12,Brand#12,10,WRAP PKG,3,900,42670.8144
F,P,R,NONE,1,Manufacturer#1,3-MEDIUM,4,AIR,3,0.06,2,Brand#14,10,LG CAN,45,900,14921.8524
F,F,R,COLLECT COD,4,Manufacturer#1,2-HIGH,3,REG AIR,4,0.05,10,Brand#13,22,WRAP PACK,32,901,66475.0548
F,F,R,NONE,2,Manufacturer#1,2-HIGH,3,SHIP,2,0.08,18,Brand#15,22,MED PACK,12,901,11367.378
F,F,A,COLLECT COD,2,Manufacturer#1,2-HIGH,3,REG AIR,3,0.03,21,Brand#15,22,SM BOX,2,901,71906.7216
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,2,RAIL,6,0.08,12,Brand#33,8,MED DRUM,48,902,22372.608
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,2,MAIL,3,0,10,Brand#42,12,MED CASE,45,903,6603.9155
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,2,TRUCK,2,0.03,16,Brand#55,12,WRAP CAN,44,903,62182.4412
F,F,A,COLLECT COD,0,Manufacturer#1,3-MEDIUM,2,REG AIR,1,0.02,15,Brand#13,12,JUMBO DRUM,42,903,43552.2275
F,P,R,NONE,2,Manufacturer#1,4-NOT SPECIFIED,4,REG AIR,2,0.08,12,Brand#12,20,LG JAR,1,904,20912.6688
O,P,N,NONE,1,Manufacturer#1,4-NOT SPECIFIED,4,MAIL,3,0.06,24,Brand#15,20,JUMBO BAG,42,904,10897.92
O,P,N,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,4,FOB,7,0,12,Brand#44,20,LG CAN,5,904,18402.336
F,P,A,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,MAIL,6,0.03,12,Brand#15,20,JUMBO CASE,39,904,19097.2128
F,P,R,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,4,FOB,4,0.02,11,Brand#15,20,JUMBO BOX,31,904,12986.804
F,P,R,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,SHIP,1,0.08,15,Brand#34,20,WRAP DRUM,36,904,36416.4093
F,P,R,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,4,MAIL,5,0.01,6,Brand#14,20,MED BAG,13,904,45246.6
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,2,AIR,4,0.08,9,Brand#23,18,SM JAR,29,894,44269.3825
F,F,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,SHIP,3,0,14,Brand#34,18,JUMBO PACK,2,894,44265.424
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,2,AIR,2,0.08,6,Brand#42,18,MED CAN,38,894,16569.6564
F,F,R,COLLECT COD,3,Manufacturer#2,2-HIGH,2,SHIP,6,0.06,7,Brand#21,21,JUMBO JAR,27,905,11650.42
F,F,R,COLLECT COD,1,Manufacturer#3,2-HIGH,2,REG AIR,7,0.05,17,Brand#33,21,MED JAR,12,905,12991.77
F,F,A,NONE,2,Manufacturer#5,2-HIGH,2,REG AIR,1,0.05,8,Brand#55,21,JUMBO BAG,38,905,56335.14
F,F,A,COLLECT COD,2,Manufacturer#3,2-HIGH,2,MAIL,2,0.08,8,Brand#34,21,MED CAN,42,905,6273.4848
F,F,R,COLLECT COD,3,Manufacturer#5,2-HIGH,1,MAIL,4,0.07,19,Brand#55,1,SM BOX,7,906,4855.2865
F,P,A,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,1,FOB,3,0.03,17,Brand#15,1,LG BOX,39,907,35593.6581
F,P,A,NONE,4,Manufacturer#5,2-HIGH,1,AIR,6,0,13,Brand#51,1,SM CAN,14,907,74978.5113
F,P,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,1,REG AIR,1,0.01,19,Brand#23,1,LG DRUM,48,907,28066.104
O,P,N,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,1,REG AIR,4,0.03,19,Brand#21,1,WRAP PACK,43,907,34787.48
F,P,A,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,1,REG AIR,5,0.01,11,Brand#32,1,WRAP JAR,46,907,32623.83
F,P,R,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,RAIL,2,0.05,15,Brand#35,1,MED BOX,24,907,18028.9536
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,0,RAIL,2,0.07,7,Brand#12,5,MED PKG,41,908,14492.4
F,F,A,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,TRUCK,1,0.02,4,Brand#21,5,WRAP PACK,49,908,41609.3568
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,0,MAIL,3,0.03,5,Brand#55,5,JUMBO JAR,17,908,22169.052
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,0,MAIL,5,0,16,Brand#53,5,LG CAN,35,908,66723.0795
F,P,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,SHIP,1,0.01,0,Brand#31,21,SM CAN,34,909,58768.8192
F,P,R,COLLECT COD,1,Manufacturer#4,3-MEDIUM,2,RAIL,3,0.02,2,Brand#43,21,WRAP PACK,34,909,1844.3106
O,P,N,NONE,4,Manufacturer#3,3-MEDIUM,2,FOB,2,0.03,10,Brand#33,21,MED CASE,34,909,11079.4467
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,3,TRUCK,2,0,1,Brand#25,22,JUMBO CASE,37,910,13951.32
F,F,R,NONE,4,Manufacturer#2,4-NOT SPECIFIED,3,MAIL,3,0.04,20,Brand#21,22,MED DRUM,25,910,31025.076
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,3,TRUCK,4,0.01,8,Brand#23,22,JUMBO BAG,14,910,35929.3872
O,P,N,COLLECT COD,4,Manufacturer#3,2-HIGH,3,TRUCK,5,0.02,20,Brand#34,22,LG BAG,48,911,16455.4696
F,F,A,NONE,0,Manufacturer#5,5-LOW,1,TRUCK,1,0.08,16,Brand#51,3,WRAP BAG,30,912,67790.7504
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,0,SHIP,3,0.06,4,Brand#54,15,MED BAG,16,913,37380.745
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,0,FOB,6,0.08,13,Brand#54,15,LG PACK,15,913,7962.6136
F,F,A,NONE,3,Manufacturer#1,2-HIGH,0,AIR,4,0.07,23,Brand#14,15,MED BOX,44,913,6579.111
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,0,TRUCK,5,0.02,9,Brand#15,15,JUMBO CASE,7,913,56661.2775
F,F,R,NONE,2,Manufacturer#4,2-HIGH,0,REG AIR,1,0.07,12,Brand#42,15,MED PKG,46,913,59342.0919
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,4,RAIL,5,0.02,19,Brand#54,13,MED CASE,29,914,62712.711
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,AIR,5,0.04,2,Brand#45,13,WRAP PACK,8,915,1491.5142
F,F,A,COLLECT COD,3,Manufacturer#1,1-URGENT,4,REG AIR,4,0.04,22,Brand#12,13,MED JAR,15,915,49727.3952
F,F,A,NONE,2,Manufacturer#5,1-URGENT,4,MAIL,3,0.04,12,Brand#52,13,WRAP PKG,48,915,14508.846
F,F,A,NONE,0,Manufacturer#1,1-URGENT,4,FOB,2,0.06,5,Brand#15,13,WRAP CAN,41,915,5410.875
F,P,A,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,3,MAIL,2,0.05,3,Brand#11,22,MED PACK,39,911,12153.0438
F,P,A,COLLECT COD,0,Manufacturer#1,2-HIGH,3,RAIL,4,0.05,5,Brand#15,22,LG PACK,50,911,1549.1382
F,P,A,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,3,SHIP,1,0.08,23,Brand#44,22,MED PACK,10,911,73686.204
F,P,R,NONE,1,Manufacturer#3,2-HIGH,3,TRUCK,3,0.04,1,Brand#31,22,JUMBO PKG,2,911,62076.15
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,0,MAIL,5,0.05,2,Brand#52,0,WRAP CASE,28,916,79957.6512
F,F,R,COLLECT COD,0,Manufacturer#2,3-MEDIUM,0,AIR,4,0,0,Brand#24,0,JUMBO JAR,34,916,5293.2864
F,F,A,NONE,3,Manufacturer#2,5-LOW,4,REG AIR,6,0.04,19,Brand#24,13,JUMBO BOX,14,914,30162.33
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,4,RAIL,4,0.05,19,Brand#53,13,MED PACK,5,914,2641.8028
F,F,R,NONE,4,Manufacturer#4,5-LOW,4,AIR,1,0.02,20,Brand#43,13,MED DRUM,38,914,13260.357
F,F,A,NONE,2,Manufacturer#5,5-LOW,2,RAIL,5,0.07,8,Brand#54,8,JUMBO PKG,38,917,38229.696
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,2,SHIP,1,0.02,10,Brand#13,8,JUMBO JAR,50,918,51015.727
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,TRUCK,1,0.04,19,Brand#33,13,LG PACK,13,919,10215.936
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,4,SHIP,3,0.02,10,Brand#13,13,LG PACK,3,919,30753.0036
F,F,A,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,4,FOB,4,0.06,3,Brand#32,13,SM BAG,18,919,75114.8352
O,P,N,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,4,REG AIR,5,0.05,7,Brand#24,10,MED BAG,18,920,2481.3696
O,P,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,4,TRUCK,3,0,16,Brand#43,10,LG CASE,5,920,4386.8472
F,P,A,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,SHIP,1,0.01,8,Brand#35,10,LG BOX,40,920,76548.8304
F,P,A,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,4,TRUCK,2,0.07,11,Brand#24,10,LG CAN,39,920,6345.885
O,P,N,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,4,REG AIR,4,0,23,Brand#41,10,MED PKG,5,920,34503.4592
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,2,AIR,2,0.08,16,Brand#22,21,MED PACK,50,921,12325.338
F,F,A,NONE,0,Manufacturer#4,1-URGENT,2,AIR,2,0.07,14,Brand#41,9,MED CAN,33,922,12495.1505
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,3,FOB,3,0,21,Brand#54,23,LG PKG,3,923,35637.165
F,F,A,COLLECT COD,2,Manufacturer#5,2-HIGH,3,SHIP,1,0.06,21,Brand#54,23,WRAP CASE,2,923,59698.456
F,F,A,NONE,2,Manufacturer#2,2-HIGH,3,REG AIR,2,0.04,9,Brand#25,23,LG BOX,45,923,42819.4599
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,1,RAIL,1,0,23,Brand#15,1,JUMBO PACK,36,924,9306.6085
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,1,RAIL,6,0.07,11,Brand#32,1,WRAP PACK,19,924,10982.5276
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,1,AIR,2,0.07,1,Brand#33,1,JUMBO PKG,9,924,53582.9358
F,F,A,NONE,4,Manufacturer#1,5-LOW,1,AIR,4,0.08,4,Brand#12,1,LG PACK,15,924,15175.7496
F,F,A,COLLECT COD,4,Manufacturer#2,5-LOW,1,MAIL,3,0.05,10,Brand#22,1,LG PACK,3,924,65353.9584
F,F,R,COLLECT COD,1,Manufacturer#2,1-URGENT,2,RAIL,1,0.03,17,Brand#24,21,MED PACK,27,921,45582.2928
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,1,AIR,5,0.07,14,Brand#43,17,LG DRUM,22,925,1136.466
F,F,R,NONE,4,Manufacturer#2,4-NOT SPECIFIED,1,REG AIR,3,0.03,11,Brand#22,17,SM CAN,49,925,36399.9636
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,1,AIR,4,0.05,19,Brand#31,17,MED PACK,25,925,21126.3381
F,F,R,NONE,2,Manufacturer#2,4-NOT SPECIFIED,1,AIR,1,0.02,8,Brand#25,17,MED DRUM,10,925,11382.3
F,F,A,COLLECT COD,3,Manufacturer#3,5-LOW,2,FOB,1,0.01,7,Brand#32,21,LG BAG,48,926,21956.3328
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,0,AIR,5,0.02,12,Brand#34,14,SM BOX,32,927,44866.185
F,F,R,COLLECT COD,3,Manufacturer#4,5-LOW,2,MAIL,2,0.04,7,Brand#42,21,JUMBO PKG,9,926,59967.18
F,F,N,NONE,4,Manufacturer#1,5-LOW,2,AIR,3,0.04,20,Brand#13,21,JUMBO DRUM,20,926,37884.5558
F,F,R,NONE,4,Manufacturer#2,5-LOW,2,REG AIR,4,0.02,11,Brand#22,21,JUMBO BAG,50,926,7785.7472
F,F,A,COLLECT COD,0,Manufacturer#4,3-MEDIUM,0,SHIP,4,0.05,15,Brand#41,14,WRAP DRUM,10,928,37683.65
