o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,HOUSEHOLD,FOB,3,11,1994-04-12,1994-07-09,1994-06-19,1994-07-04,2,57902.526144
F,NONE,4,Manufacturer#2,5-LOW,4,HOUSEHOLD,SHIP,1,4,1994-04-12,1994-06-01,1994-06-24,1994-07-16,1,5343.437484
F,NONE,2,Manufacturer#5,5-LOW,4,HOUSEHOLD,REG AIR,2,9,1994-04-12,1994-05-22,1994-06-08,1994-06-23,2,5821.326
F,NONE,2,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,5,18,1992-07-08,1992-10-06,1992-08-19,1992-09-16,2,81621.995
F,COLLECT COD,3,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,MAIL,2,7,1992-07-08,1992-09-20,1992-09-02,1992-09-28,1,13159.15776
F,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,FOB,4,7,1992-07-08,1992-08-31,1992-08-09,1992-09-05,2,56195.0688
F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,FOB,3,19,1992-07-08,1992-08-13,1992-09-10,1992-10-09,1,34659.109485
F,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,REG AIR,1,23,1992-07-08,1992-08-20,1992-08-21,1992-08-24,1,17461.26864
P,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,0,AUTOMOBILE,SHIP,2,8,1995-05-12,1995-07-27,1995-05-24,1995-05-29,2,32251.584
P,NONE,4,Manufacturer#4,1-URGENT,0,AUTOMOBILE,RAIL,3,11,1995-05-12,1995-07-17,1995-06-29,1995-07-02,0,13559.238
P,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,AUTOMOBILE,TRUCK,1,15,1995-05-12,1995-07-20,1995-07-22,1995-08-05,0,23211.497764
F,COLLECT COD,3,Manufacturer#1,5-LOW,1,BUILDING,AIR,1,6,1994-08-24,1994-09-25,1994-09-24,1994-10-10,2,87738.49448
F,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,1,BUILDING,SHIP,2,7,1994-08-24,1994-11-02,1994-09-22,1994-10-12,2,23512.093
F,COLLECT COD,0,Manufacturer#2,1-URGENT,3,MACHINERY,REG AIR,1,5,1993-12-18,1994-01-31,1994-01-06,1994-01-22,2,21702.11823
F,NONE,0,Manufacturer#2,1-URGENT,3,MACHINERY,RAIL,6,14,1993-12-18,1994-01-28,1994-01-06,1994-01-27,2,6475.717152
F,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,3,MACHINERY,MAIL,2,21,1993-12-18,1994-01-31,1994-03-15,1994-03-23,2,25585.54128
F,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,MACHINERY,REG AIR,4,21,1993-12-18,1994-03-17,1994-03-08,1994-03-21,1,34513.9368
F,COLLECT COD,4,Manufacturer#4,1-URGENT,3,MACHINERY,TRUCK,7,10,1993-12-18,1994-03-05,1994-03-28,1994-04-15,1,26115.5328
F,COLLECT COD,1,Manufacturer#5,1-URGENT,3,MACHINERY,AIR,5,17,1993-12-18,1994-01-31,1994-03-07,1994-03-28,1,31092.42166
F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,3,MACHINERY,MAIL,3,14,1993-12-18,1994-01-20,1994-02-15,1994-02-26,1,22263.866625
O,COLLECT COD,2,Manufacturer#2,3-MEDIUM,2,MACHINERY,TRUCK,4,8,1996-12-09,1997-01-15,1997-03-27,1997-04-07,0,17959.9875
O,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,2,MACHINERY,REG AIR,1,4,1996-12-09,1997-01-25,1997-01-02,1997-01-18,0,38317.1556
O,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,MACHINERY,TRUCK,3,1,1996-12-09,1997-01-17,1997-01-31,1997-02-28,0,55530.5698
O,COLLECT COD,0,Manufacturer#2,3-MEDIUM,2,MACHINERY,RAIL,2,0,1996-12-09,1997-03-06,1996-12-20,1997-01-14,0,29119.11975
O,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,BUILDING,FOB,4,24,1995-11-13,1996-01-11,1996-02-29,1996-03-22,0,31575.852
O,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,BUILDING,MAIL,1,5,1995-11-13,1996-01-20,1995-11-22,1995-12-19,0,17874.510192
O,NONE,2,Manufacturer#4,1-URGENT,4,BUILDING,TRUCK,2,21,1995-11-13,1995-12-21,1996-02-18,1996-03-12,0,2466.31104
O,COLLECT COD,4,Manufacturer#4,1-URGENT,4,BUILDING,RAIL,3,11,1995-11-13,1995-12-17,1995-11-19,1995-11-23,0,52107.3072
O,NONE,2,Manufacturer#5,1-URGENT,4,BUILDING,MAIL,5,21,1995-11-13,1995-12-14,1995-12-04,1995-12-20,0,1459.7456
F,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,RAIL,6,24,1993-01-07,1993-04-03,1993-01-24,1993-02-16,1,80736.5013
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,5,1,1993-01-07,1993-02-27,1993-03-10,1993-04-02,1,8886.4941
F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,SHIP,3,5,1993-01-07,1993-03-21,1993-02-16,1993-02-28,1,18750.648384
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,7,1,1993-01-07,1993-02-25,1993-02-21,1993-02-25,2,30438.125568
F,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,FOB,2,23,1993-01-07,1993-03-20,1993-03-17,1993-03-25,2,18779.60266
F,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,SHIP,1,8,1993-01-07,1993-02-14,1993-03-24,1993-04-18,2,33894.423
F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,RAIL,4,3,1993-01-07,1993-03-26,1993-01-27,1993-02-11,1,64043.57682
F,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,RAIL,3,8,1993-03-21,1993-05-21,1993-07-06,1993-07-08,2,65498.07264
F,NONE,1,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,RAIL,5,24,1993-03-21,1993-04-22,1993-06-14,1993-07-06,1,61185.40056
F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,2,9,1993-03-21,1993-05-14,1993-04-28,1993-05-10,1,45946.20576
F,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,FOB,4,10,1993-03-21,1993-05-20,1993-06-23,1993-07-16,2,71542.98969
F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,SHIP,1,4,1993-03-21,1993-05-26,1993-04-21,1993-04-29,2,50095.34208
O,NONE,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,FOB,1,6,1995-04-23,1995-06-08,1995-07-21,1995-07-31,0,7013.929428
O,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,BUILDING,RAIL,4,9,1997-04-22,1997-06-10,1997-05-20,1997-06-02,0,67850.77104
O,NONE,2,Manufacturer#1,5-LOW,0,BUILDING,MAIL,7,9,1997-04-22,1997-07-06,1997-08-12,1997-09-06,0,43486.5024
O,NONE,0,Manufacturer#5,5-LOW,0,BUILDING,FOB,6,16,1997-04-22,1997-06-07,1997-08-09,1997-08-28,0,38807.05209
O,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,0,BUILDING,REG AIR,1,17,1997-04-22,1997-07-14,1997-05-25,1997-06-18,0,26726.2464
O,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,0,BUILDING,MAIL,5,22,1997-04-22,1997-05-22,1997-06-04,1997-06-29,0,29425.403176
O,COLLECT COD,3,Manufacturer#4,5-LOW,0,BUILDING,FOB,3,7,1997-04-22,1997-06-15,1997-07-11,1997-08-08,0,26862.3264
O,NONE,1,Manufacturer#3,5-LOW,0,BUILDING,REG AIR,2,3,1997-04-22,1997-07-12,1997-07-23,1997-07-30,0,30715.786296
O,COLLECT COD,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,SHIP,1,8,1996-09-29,1996-12-28,1996-12-29,1997-01-04,0,11823.817824
O,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,4,MACHINERY,RAIL,2,5,1996-09-29,1996-12-15,1997-01-11,1997-01-28,0,21431.475072
F,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,0,FURNITURE,AIR,3,4,1995-01-02,1995-03-20,1995-01-10,1995-01-27,1,69158.70207
F,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,0,FURNITURE,FOB,4,12,1995-01-02,1995-02-25,1995-03-08,1995-03-25,1,71064.310383
F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,FURNITURE,RAIL,2,5,1995-01-02,1995-02-24,1995-01-30,1995-02-13,2,54341.803989
F,COLLECT COD,0,Manufacturer#5,2-HIGH,0,FURNITURE,FOB,1,16,1995-01-02,1995-03-21,1995-02-02,1995-02-28,1,33940.093824
F,NONE,2,Manufacturer#1,2-HIGH,0,AUTOMOBILE,AIR,7,21,1992-10-20,1992-12-14,1993-02-04,1993-02-27,2,12890.556
F,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,0,AUTOMOBILE,SHIP,5,16,1992-10-20,1993-01-03,1993-01-22,1993-01-23,1,14951.3283
F,NONE,2,Manufacturer#5,2-HIGH,0,AUTOMOBILE,MAIL,1,21,1992-10-20,1992-12-24,1993-02-09,1993-03-06,2,3135.793752
F,NONE,4,Manufacturer#2,2-HIGH,0,AUTOMOBILE,REG AIR,4,11,1992-10-20,1993-01-03,1992-11-06,1992-11-16,1,27073.53558
F,COLLECT COD,1,Manufacturer#5,2-HIGH,0,AUTOMOBILE,AIR,2,3,1992-10-20,1992-11-30,1992-12-03,1992-12-04,2,34098.27875
F,COLLECT COD,1,Manufacturer#4,2-HIGH,0,AUTOMOBILE,REG AIR,3,3,1992-10-20,1992-12-10,1992-10-27,1992-11-26,2,12088.729289
F,COLLECT COD,1,Manufacturer#1,2-HIGH,0,AUTOMOBILE,RAIL,6,1,1992-10-20,1993-01-08,1993-01-17,1993-02-12,2,5119.38128
F,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,3,18,1992-07-17,1992-08-23,1992-10-23,1992-10-26,2,33258.88128
F,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,5,4,1992-07-17,1992-09-09,1992-08-06,1992-08-21,2,22453.919838
F,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,2,8,1992-07-17,1992-09-29,1992-09-13,1992-09-29,1,21125.5129
F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,1,8,1992-07-17,1992-09-19,1992-08-30,1992-09-25,2,60777.505152
F,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,4,19,1992-07-17,1992-08-31,1992-10-20,1992-10-26,2,25051.39075
F,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,MAIL,1,4,1993-06-23,1993-08-27,1993-09-14,1993-10-13,2,36480.846528
F,COLLECT COD,0,Manufacturer#3,1-URGENT,3,FURNITURE,SHIP,3,0,1995-02-03,1995-05-03,1995-04-17,1995-05-02,2,20705.41226
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,FURNITURE,REG AIR,1,17,1995-02-03,1995-03-08,1995-04-15,1995-05-02,2,18715.965792
F,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,3,FURNITURE,MAIL,2,7,1995-02-03,1995-04-17,1995-02-14,1995-02-15,2,3678.589232
F,COLLECT COD,3,Manufacturer#3,1-URGENT,3,AUTOMOBILE,AIR,1,23,1994-08-01,1994-10-13,1994-09-15,1994-10-03,2,3684.12246
F,COLLECT COD,1,Manufacturer#2,1-URGENT,3,AUTOMOBILE,REG AIR,3,24,1994-08-01,1994-09-04,1994-10-16,1994-11-03,1,14906.3208
F,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,AUTOMOBILE,FOB,2,21,1994-08-01,1994-10-24,1994-09-07,1994-09-11,2,70889.1264
F,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,AUTOMOBILE,REG AIR,4,4,1994-08-01,1994-10-08,1994-09-16,1994-10-10,1,11128.530204
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,SHIP,1,9,1995-01-27,1995-03-09,1995-02-10,1995-02-19,2,10048.148
F,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,TRUCK,2,24,1995-01-27,1995-03-21,1995-02-23,1995-03-03,2,44721.373536
O,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,TRUCK,4,8,1995-10-29,1995-12-22,1996-01-30,1996-02-17,0,1552.525702
O,NONE,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,1,17,1995-10-29,1995-12-18,1996-02-08,1996-03-07,0,37460.10816
O,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,REG AIR,6,8,1995-10-29,1996-01-17,1995-12-25,1996-01-08,0,31334.137996
O,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,5,14,1995-10-29,1995-12-25,1996-01-22,1996-02-04,0,25495.557866
O,NONE,2,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,3,8,1995-10-29,1995-12-16,1995-12-19,1996-01-05,0,26815.231872
O,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,TRUCK,2,17,1995-10-29,1995-12-11,1995-12-28,1996-01-13,0,55658.7504
F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,2,HOUSEHOLD,REG AIR,2,23,1993-04-24,1993-06-26,1993-04-26,1993-05-16,1,8337.4389
F,COLLECT COD,3,Manufacturer#4,2-HIGH,2,HOUSEHOLD,MAIL,4,19,1993-04-24,1993-07-15,1993-06-01,1993-06-29,1,93219.707196
F,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,2,HOUSEHOLD,MAIL,1,11,1993-04-24,1993-05-31,1993-08-06,1993-08-24,2,6988.983456
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,HOUSEHOLD,TRUCK,3,3,1993-04-24,1993-07-19,1993-07-13,1993-08-01,2,24203.8625
O,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,BUILDING,SHIP,1,24,1998-07-07,1998-08-23,1998-07-08,1998-07-25,0,74472.035616
F,COLLECT COD,2,Manufacturer#1,1-URGENT,2,AUTOMOBILE,FOB,1,21,1993-12-24,1994-02-20,1994-02-20,1994-03-10,1,35851.97932
F,NONE,0,Manufacturer#3,1-URGENT,2,AUTOMOBILE,REG AIR,3,16,1993-12-24,1994-01-23,1994-02-26,1994-03-20,2,21503.580315
F,COLLECT COD,0,Manufacturer#4,1-URGENT,2,AUTOMOBILE,TRUCK,2,16,1993-12-24,1994-03-11,1994-02-22,1994-03-14,1,35818.658304
F,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,1,HOUSEHOLD,SHIP,1,24,1993-02-24,1993-05-17,1993-03-02,1993-03-10,1,32743.436544
F,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,REG AIR,7,21,1994-02-16,1994-04-12,1994-03-08,1994-03-19,1,2215.087056
F,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,0,AUTOMOBILE,FOB,3,14,1994-02-16,1994-04-14,1994-03-18,1994-03-25,1,41416.1905
F,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,0,AUTOMOBILE,RAIL,1,17,1994-02-16,1994-04-27,1994-04-14,1994-05-10,1,77239.002666
F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,0,AUTOMOBILE,AIR,5,6,1994-02-16,1994-03-31,1994-06-13,1994-06-24,1,15793.6176
F,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,0,AUTOMOBILE,SHIP,4,0,1994-02-16,1994-03-23,1994-06-12,1994-06-26,1,18207.589088
F,NONE,3,Manufacturer#4,5-LOW,0,AUTOMOBILE,AIR,2,19,1994-02-16,1994-03-25,1994-04-20,1994-05-17,1,31585.4775
F,COLLECT COD,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,AIR,6,8,1994-02-16,1994-04-28,1994-04-05,1994-05-03,1,17803.738368
F,NONE,3,Manufacturer#1,3-MEDIUM,4,FURNITURE,RAIL,1,19,1993-07-19,1993-09-04,1993-10-18,1993-10-30,1,44501.3688
F,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,FURNITURE,TRUCK,5,16,1993-07-19,1993-10-06,1993-10-28,1993-11-02,2,15394.478176
F,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,4,FURNITURE,RAIL,2,3,1993-07-19,1993-09-29,1993-09-14,1993-10-13,2,46031.4456
F,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,4,FURNITURE,AIR,4,1,1993-07-19,1993-08-26,1993-10-28,1993-11-20,2,36792.1008
F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,AIR,3,12,1993-07-19,1993-09-20,1993-08-20,1993-09-09,2,57397.248
F,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,4,FURNITURE,SHIP,6,8,1993-07-19,1993-09-03,1993-10-23,1993-11-14,2,27739.1205
F,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,1,1,1994-06-29,1994-08-04,1994-09-19,1994-10-03,2,68742.392628
F,COLLECT COD,3,Manufacturer#4,5-LOW,0,MACHINERY,FOB,7,23,1994-04-27,1994-05-29,1994-06-15,1994-07-04,1,28127.154825
F,NONE,1,Manufacturer#4,5-LOW,0,MACHINERY,FOB,5,17,1994-04-27,1994-06-25,1994-08-23,1994-09-02,1,9589.662992
F,NONE,3,Manufacturer#4,5-LOW,0,MACHINERY,MAIL,3,23,1994-04-27,1994-07-02,1994-07-06,1994-08-05,1,2438.0928
F,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,0,MACHINERY,RAIL,1,0,1994-04-27,1994-05-27,1994-07-28,1994-08-16,1,1151.0911
F,COLLECT COD,1,Manufacturer#3,5-LOW,0,MACHINERY,MAIL,4,3,1994-04-27,1994-07-25,1994-06-03,1994-06-26,2,42782.115816
F,NONE,0,Manufacturer#5,5-LOW,0,MACHINERY,SHIP,2,16,1994-04-27,1994-06-20,1994-05-14,1994-06-03,1,38751.013
F,NONE,1,Manufacturer#2,5-LOW,0,MACHINERY,SHIP,6,3,1994-04-27,1994-07-23,1994-07-25,1994-08-02,1,65362.871847
F,COLLECT COD,0,Manufacturer#3,1-URGENT,1,BUILDING,AIR,6,16,1992-01-11,1992-04-10,1992-05-05,1992-05-10,2,49756.344
F,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,BUILDING,REG AIR,4,14,1992-01-11,1992-03-01,1992-02-15,1992-03-01,1,42129.142848
F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,BUILDING,AIR,3,1,1992-01-11,1992-04-05,1992-04-13,1992-04-16,1,45185.30688
F,COLLECT COD,4,Manufacturer#5,1-URGENT,1,BUILDING,AIR,2,4,1992-01-11,1992-02-25,1992-03-12,1992-03-26,2,43478.635623
F,COLLECT COD,3,Manufacturer#5,1-URGENT,1,BUILDING,REG AIR,1,22,1992-01-11,1992-02-16,1992-03-21,1992-04-04,1,52146.42432
F,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,BUILDING,REG AIR,5,23,1992-01-11,1992-03-31,1992-02-12,1992-03-01,2,18339.912864
O,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,1,19,1997-02-08,1997-04-23,1997-02-23,1997-02-28,0,28429.95408
F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,3,BUILDING,FOB,1,0,1995-03-14,1995-04-19,1995-05-26,1995-05-29,2,48056.9817
F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,BUILDING,FOB,3,21,1995-03-14,1995-04-18,1995-03-22,1995-04-14,1,39612.87792
F,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,3,BUILDING,SHIP,2,4,1995-03-14,1995-05-19,1995-04-17,1995-04-20,1,15055.15032
O,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,3,FURNITURE,MAIL,2,4,1997-12-13,1998-01-20,1998-03-25,1998-04-09,0,53541.731096
O,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,FURNITURE,RAIL,1,7,1997-12-13,1998-01-29,1998-04-13,1998-05-11,0,56747.662848
O,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,FURNITURE,REG AIR,6,3,1997-12-13,1998-01-12,1998-03-14,1998-03-20,0,5612.915088
O,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,3,4,1997-12-13,1998-02-15,1998-02-27,1998-03-03,0,62366.38464
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,3,FURNITURE,AIR,7,21,1997-12-13,1998-02-19,1998-04-11,1998-04-30,0,45922.432192
O,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,FURNITURE,RAIL,5,18,1997-12-13,1998-02-05,1998-02-13,1998-03-04,0,3962.489805
O,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,3,FURNITURE,RAIL,4,5,1997-12-13,1998-03-04,1998-02-13,1998-03-04,0,2342.52
F,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,0,MACHINERY,FOB,1,9,1994-08-29,1994-11-02,1994-12-25,1995-01-11,1,63147.68496
O,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,1,AUTOMOBILE,TRUCK,1,18,1998-04-19,1998-06-23,1998-07-18,1998-08-16,0,28957.206096
O,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,1,AUTOMOBILE,RAIL,2,6,1998-04-19,1998-07-18,1998-08-02,1998-08-14,0,18857.489664
F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,10,1994-04-16,1994-06-03,1994-05-10,1994-05-24,2,49474.7136
F,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,24,1994-04-16,1994-06-23,1994-07-12,1994-08-10,1,78018.5952
F,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,FOB,2,24,1994-04-16,1994-07-06,1994-05-31,1994-06-17,2,9422.893368
F,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,AIR,4,0,1994-04-16,1994-06-12,1994-07-11,1994-07-16,1,12570.84792
F,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,3,BUILDING,REG AIR,2,3,1992-04-03,1992-06-08,1992-04-13,1992-05-06,1,77154.4151
F,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,3,BUILDING,TRUCK,1,18,1992-04-03,1992-06-06,1992-06-04,1992-06-29,1,55521.447432
F,NONE,0,Manufacturer#3,3-MEDIUM,3,BUILDING,TRUCK,3,14,1992-04-03,1992-06-24,1992-07-28,1992-08-13,1,13417.50228
F,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,1,14,1993-01-17,1993-03-21,1993-03-17,1993-03-20,1,53975.34093
F,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,TRUCK,3,14,1993-01-17,1993-03-31,1993-01-22,1993-01-28,2,42358.09214
F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,SHIP,4,8,1993-01-17,1993-03-06,1993-04-19,1993-04-24,2,28918.90782
F,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,MAIL,2,15,1993-01-17,1993-03-31,1993-02-23,1993-03-01,2,39588.0408
F,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,MAIL,5,0,1993-01-17,1993-04-02,1993-03-10,1993-04-07,1,3037.69856
O,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,FOB,5,11,1998-03-14,1998-05-11,1998-07-05,1998-07-21,0,8485.00128
O,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,SHIP,4,21,1998-03-14,1998-05-20,1998-04-04,1998-04-25,0,70464.01635
O,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,MAIL,3,4,1998-03-14,1998-04-27,1998-07-13,1998-08-07,0,7855.55694
O,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,FOB,1,11,1998-03-14,1998-06-10,1998-05-27,1998-06-12,0,58804.479204
O,NONE,1,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,FOB,2,24,1998-03-14,1998-04-24,1998-03-19,1998-03-21,0,44359.04928
F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,REG AIR,6,9,1992-03-14,1992-06-09,1992-03-21,1992-04-15,1,1891.8246
F,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,FOB,7,2,1992-03-14,1992-06-02,1992-05-05,1992-05-17,1,29223.6132
F,NONE,0,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,SHIP,5,16,1992-03-14,1992-05-31,1992-05-30,1992-05-31,1,75992.00004
F,NONE,1,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,RAIL,4,24,1992-03-14,1992-05-03,1992-04-05,1992-04-12,2,26722.90092
F,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,REG AIR,2,7,1992-03-14,1992-05-14,1992-07-01,1992-07-22,2,40443.075288
F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,FOB,1,4,1992-03-14,1992-04-28,1992-04-07,1992-05-07,1,36331.16376
F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,AIR,3,22,1992-03-14,1992-05-25,1992-06-28,1992-07-03,2,33443.303652
P,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,0,AUTOMOBILE,RAIL,1,9,1995-04-29,1995-06-19,1995-08-05,1995-08-22,0,40194.015225
P,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,0,AUTOMOBILE,REG AIR,4,22,1995-04-29,1995-06-02,1995-07-01,1995-07-15,0,21435.92136
P,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,AUTOMOBILE,TRUCK,5,24,1995-04-29,1995-07-09,1995-07-08,1995-07-31,0,6303.319776
P,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,0,AUTOMOBILE,AIR,3,13,1995-04-29,1995-07-21,1995-06-18,1995-07-10,0,35894.2395
P,COLLECT COD,2,Manufacturer#5,5-LOW,0,AUTOMOBILE,TRUCK,6,8,1995-04-29,1995-06-05,1995-08-27,1995-09-20,0,10077.3792
