l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,0,FURNITURE,AIR,2,0.03,2,Brand#33,15,JUMBO JAR,2,1465,1028.7532
F,F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,0,FURNITURE,MAIL,5,0.06,8,Brand#22,15,MED PACK,36,1465,58344.3729
F,F,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,0,FURNITURE,REG AIR,1,0.08,4,Brand#52,15,LG BAG,32,1465,42756.3584
F,F,COLLECT COD,2,Manufacturer#5,1-URGENT,3,MACHINERY,REG AIR,2,0.07,9,Brand#52,6,SM BAG,44,2211,11978.5688
F,F,NONE,0,Manufacturer#1,1-URGENT,2,HOUSEHOLD,RAIL,2,0.04,14,Brand#14,8,LG BAG,50,2212,31429.26
F,F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,3,HOUSEHOLD,RAIL,3,0,21,Brand#13,22,LG JAR,10,2213,40009.3925
F,F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,3,HOUSEHOLD,RAIL,2,0,0,Brand#32,22,JUMBO DRUM,13,2213,38376.6048
F,F,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,3,HOUSEHOLD,FOB,6,0.03,12,Brand#32,22,SM PACK,27,2213,12889.062
F,F,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,3,HOUSEHOLD,SHIP,7,0.02,20,Brand#14,22,WRAP CASE,50,2213,1309.7014
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,3,HOUSEHOLD,FOB,1,0.08,4,Brand#14,22,LG CAN,35,2213,33280.3284
F,F,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,3,BUILDING,SHIP,3,0.01,11,Brand#44,23,JUMBO BOX,10,703,63659.936
F,F,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,3,BUILDING,RAIL,2,0.07,16,Brand#53,23,SM JAR,6,703,54336.2688
F,F,NONE,4,Manufacturer#3,5-LOW,3,BUILDING,RAIL,4,0.02,20,Brand#32,23,JUMBO DRUM,48,703,63519.1736
F,F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,3,BUILDING,TRUCK,5,0.07,5,Brand#22,23,WRAP CAN,38,703,3921.024
F,F,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,3,BUILDING,FOB,1,0.04,8,Brand#24,23,LG PACK,50,703,2847.12
F,F,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,0,AUTOMOBILE,SHIP,1,0,2,Brand#53,16,JUMBO CASE,16,571,23063.3214
F,F,NONE,2,Manufacturer#3,5-LOW,0,AUTOMOBILE,FOB,2,0.06,21,Brand#34,16,MED PKG,13,571,82370.6532
F,F,NONE,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,TRUCK,6,0.06,4,Brand#21,12,LG DRUM,38,998,28524.922
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,AIR,1,0,11,Brand#21,12,LG PKG,24,998,27076.224
F,F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,REG AIR,2,0.01,19,Brand#12,16,LG BOX,48,2214,71058.48
F,F,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,2,HOUSEHOLD,REG AIR,2,0.05,20,Brand#35,12,WRAP DRUM,25,998,38019.7958
F,F,NONE,3,Manufacturer#2,5-LOW,2,HOUSEHOLD,MAIL,5,0.04,6,Brand#23,12,JUMBO CAN,40,998,12827.2288
F,F,NONE,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,FOB,2,0,24,Brand#25,19,LG PACK,45,2215,11223.9096
F,F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,0,FURNITURE,AIR,2,0.07,8,Brand#21,14,LG DRUM,21,2216,51054.4
F,F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,4,MACHINERY,SHIP,2,0.08,3,Brand#52,4,MED BOX,49,1849,14398.032
F,F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,REG AIR,2,0.03,6,Brand#14,5,WRAP CASE,36,403,19027.1328
F,F,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,RAIL,1,0.01,22,Brand#34,5,WRAP BAG,22,403,32663.5584
F,F,NONE,0,Manufacturer#5,5-LOW,2,HOUSEHOLD,AIR,1,0.04,15,Brand#53,21,MED DRUM,21,2217,7012.6056
F,F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,HOUSEHOLD,MAIL,2,0.06,2,Brand#33,21,SM DRUM,21,2217,31942.7416
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,RAIL,5,0.07,10,Brand#21,21,LG DRUM,1,2217,51331.6224
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,AIR,4,0.03,11,Brand#25,21,JUMBO DRUM,49,2217,12925.728
F,F,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,3,MACHINERY,TRUCK,1,0.07,11,Brand#54,23,LG CASE,3,2218,10355.2617
F,F,NONE,3,Manufacturer#3,3-MEDIUM,1,MACHINERY,MAIL,5,0,22,Brand#33,3,MED BOX,31,2219,49717.6904
F,F,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,MACHINERY,FOB,3,0.02,16,Brand#21,3,WRAP PACK,3,2219,14888.2464
F,F,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,2,0.03,9,Brand#22,21,JUMBO PKG,12,2220,45732.7296
F,F,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,4,0.08,23,Brand#51,21,WRAP DRUM,36,2220,8118.026
F,F,NONE,2,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,SHIP,5,0,18,Brand#52,4,WRAP CAN,8,1724,7934.4
F,F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,MACHINERY,MAIL,4,0.03,21,Brand#11,4,WRAP BAG,14,1724,79748.2752
F,F,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,4,MACHINERY,TRUCK,3,0.02,4,Brand#12,4,MED JAR,26,1724,1801.4888
F,F,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,SHIP,4,0.02,17,Brand#22,19,JUMBO BOX,33,2215,31785.264
F,F,NONE,3,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,FOB,3,0.07,19,Brand#55,19,SM BOX,44,2215,11314.5732
F,F,NONE,0,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,RAIL,6,0.05,14,Brand#32,19,JUMBO JAR,7,2215,38502.8211
F,F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,SHIP,1,0.05,19,Brand#42,19,WRAP CASE,3,2215,8868.2112
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,FURNITURE,REG AIR,7,0.06,13,Brand#41,9,WRAP BAG,37,2221,15966.94
F,F,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,1,BUILDING,AIR,1,0,14,Brand#14,1,MED BAG,3,665,59828.8944
F,F,NONE,2,Manufacturer#2,2-HIGH,1,BUILDING,REG AIR,7,0.07,12,Brand#21,1,WRAP CASE,25,665,44252.8996
F,F,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,4,0.05,12,Brand#52,1,JUMBO DRUM,36,665,16011.1886
F,F,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,REG AIR,3,0,2,Brand#12,10,SM BOX,15,2222,69046.0848
F,F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,MAIL,1,0.05,21,Brand#22,10,LG JAR,12,2222,16352.55
F,F,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,2,HOUSEHOLD,FOB,5,0.04,21,Brand#12,8,MED CAN,2,2223,56691.8352
F,F,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,HOUSEHOLD,MAIL,7,0.05,7,Brand#25,8,WRAP CAN,19,2223,63900.4572
F,F,NONE,2,Manufacturer#5,1-URGENT,1,FURNITURE,REG AIR,3,0.08,12,Brand#55,3,WRAP CASE,9,2224,6678.8176
F,F,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,1,FURNITURE,AIR,5,0.01,10,Brand#52,3,JUMBO BAG,32,2224,18984.42
F,F,NONE,0,Manufacturer#1,5-LOW,2,FURNITURE,RAIL,5,0.03,16,Brand#11,21,JUMBO PKG,47,2225,61668.198
F,F,COLLECT COD,2,Manufacturer#5,5-LOW,2,FURNITURE,RAIL,2,0.08,12,Brand#53,21,WRAP BOX,21,2225,3243.4
F,F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,2,FURNITURE,RAIL,4,0.06,4,Brand#54,21,JUMBO CASE,2,2225,4446.1812
F,F,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,2,FURNITURE,TRUCK,4,0.06,13,Brand#14,9,SM CAN,29,2221,53643.6054
F,F,COLLECT COD,0,Manufacturer#3,5-LOW,2,FURNITURE,SHIP,2,0.01,15,Brand#32,9,JUMBO DRUM,40,2221,72891.4368
F,F,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,1,MACHINERY,FOB,1,0.08,7,Brand#42,2,SM JAR,49,217,1058.5575
F,F,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,2,AUTOMOBILE,AIR,3,0.05,16,Brand#45,8,MED CASE,49,2226,13940.2816
F,F,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,2,AUTOMOBILE,RAIL,6,0.08,14,Brand#33,8,LG JAR,43,2226,54001.9389
F,F,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,2,AUTOMOBILE,AIR,4,0.07,20,Brand#32,8,JUMBO JAR,26,2226,15316.83
F,F,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,1,MACHINERY,SHIP,2,0.02,2,Brand#14,2,MED BOX,13,217,23390.64
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,SHIP,4,0.04,9,Brand#44,14,LG CAN,36,1504,36426.4488
F,F,NONE,4,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,MAIL,1,0,11,Brand#41,14,LG CASE,5,1504,38025.897
F,F,NONE,0,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,FOB,2,0.02,15,Brand#14,14,SM PACK,10,1504,57009.449
F,F,NONE,3,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,MAIL,5,0.05,7,Brand#54,14,MED PACK,16,1504,67787.7255
F,F,NONE,4,Manufacturer#4,5-LOW,1,AUTOMOBILE,REG AIR,2,0.02,10,Brand#42,3,WRAP CASE,26,2227,21798.7692
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,1,AUTOMOBILE,FOB,7,0.02,11,Brand#22,3,MED DRUM,25,2227,1021.2202
F,F,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,1,AUTOMOBILE,RAIL,3,0,22,Brand#13,3,MED PKG,44,2227,14298.7936
F,F,COLLECT COD,3,Manufacturer#5,5-LOW,1,AUTOMOBILE,RAIL,4,0.03,6,Brand#53,3,MED DRUM,24,2227,39071.697
F,F,COLLECT COD,0,Manufacturer#5,1-URGENT,0,HOUSEHOLD,FOB,5,0.07,0,Brand#55,0,MED PKG,48,2228,37329.633
F,F,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,0,HOUSEHOLD,REG AIR,3,0.02,7,Brand#13,0,WRAP PKG,21,2228,14507.925
F,F,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,0,HOUSEHOLD,SHIP,1,0.03,20,Brand#54,0,SM PACK,15,2228,35964.7652
F,F,COLLECT COD,3,Manufacturer#5,2-HIGH,1,BUILDING,TRUCK,4,0.07,23,Brand#54,2,JUMBO BAG,15,2229,5569.052
F,F,NONE,3,Manufacturer#3,2-HIGH,1,BUILDING,FOB,3,0.02,7,Brand#33,2,LG BOX,11,2229,42278.5055
F,F,COLLECT COD,3,Manufacturer#4,2-HIGH,1,BUILDING,SHIP,1,0.06,7,Brand#41,2,WRAP CASE,17,2229,77998.382
F,F,NONE,0,Manufacturer#1,2-HIGH,1,BUILDING,SHIP,6,0.04,15,Brand#11,2,WRAP PACK,8,2229,37162.5408
F,F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,BUILDING,FOB,5,0.08,0,Brand#33,2,SM JAR,20,2229,60491.564
F,F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,1,BUILDING,SHIP,2,0.07,12,Brand#25,2,JUMBO CAN,34,2229,18020.1636
F,F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,2,HOUSEHOLD,MAIL,4,0.01,4,Brand#32,18,WRAP DRUM,4,2230,20254.284
F,F,NONE,0,Manufacturer#2,1-URGENT,2,HOUSEHOLD,RAIL,2,0.06,0,Brand#24,18,SM PKG,8,2230,13551.87
F,F,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,2,0,12,Brand#22,6,SM CAN,9,2231,34986.588
F,F,COLLECT COD,3,Manufacturer#4,2-HIGH,3,FURNITURE,FOB,2,0.05,6,Brand#45,7,MED CASE,40,2232,25557.5628
F,F,NONE,2,Manufacturer#5,2-HIGH,3,FURNITURE,MAIL,1,0.04,8,Brand#53,7,SM JAR,10,2232,24173.5039
F,F,NONE,4,Manufacturer#3,5-LOW,0,AUTOMOBILE,AIR,3,0.07,10,Brand#34,15,WRAP PACK,42,275,47326.5848
F,F,NONE,1,Manufacturer#2,5-LOW,2,FURNITURE,TRUCK,4,0.01,24,Brand#21,8,LG CAN,11,1474,41809.032
F,F,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,2,FURNITURE,REG AIR,1,0.03,8,Brand#15,8,LG CASE,28,1474,7128.298
F,F,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,2,FURNITURE,RAIL,5,0.06,15,Brand#23,8,WRAP PACK,11,1474,37692.732
F,F,NONE,2,Manufacturer#3,5-LOW,2,FURNITURE,RAIL,6,0.08,12,Brand#35,8,SM CAN,41,1474,71932.484
F,F,NONE,1,Manufacturer#2,1-URGENT,4,BUILDING,REG AIR,1,0.01,1,Brand#25,20,LG PKG,19,1685,28641.9168
F,F,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,4,BUILDING,FOB,2,0.02,10,Brand#51,20,SM DRUM,16,1685,30581.04
F,F,COLLECT COD,4,Manufacturer#1,5-LOW,0,AUTOMOBILE,FOB,2,0.01,13,Brand#15,15,SM CASE,28,275,33468.0402
F,F,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,4,BUILDING,MAIL,2,0,19,Brand#54,13,SM PKG,35,2233,8273.7
F,F,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,5,0.04,7,Brand#55,21,WRAP BOX,23,334,53538.44
F,F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,AIR,4,0.02,21,Brand#24,21,MED DRUM,50,334,3904.5492
F,F,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,MAIL,2,0.07,1,Brand#33,21,SM JAR,28,334,15294.373
F,F,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,3,FURNITURE,AIR,5,0.02,4,Brand#32,23,JUMBO BAG,3,2234,58912.245
F,F,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,2,FURNITURE,MAIL,1,0.04,4,Brand#12,21,JUMBO PKG,39,2235,42341.5476
F,F,NONE,2,Manufacturer#2,2-HIGH,1,BUILDING,RAIL,3,0.03,8,Brand#25,24,MED CAN,32,2236,40578.72
F,F,COLLECT COD,0,Manufacturer#4,2-HIGH,1,BUILDING,SHIP,1,0.02,0,Brand#43,24,JUMBO CAN,26,2236,49602.48
F,F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,1,BUILDING,TRUCK,2,0.02,23,Brand#33,24,LG JAR,21,2236,17134.9245
F,F,NONE,4,Manufacturer#2,5-LOW,1,MACHINERY,FOB,6,0.02,4,Brand#21,1,LG CASE,18,2237,42776.325
F,F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,0,MACHINERY,TRUCK,1,0.01,8,Brand#53,15,SM BAG,16,2238,81340.1127
F,F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,SHIP,3,0.05,22,Brand#33,15,WRAP JAR,19,2238,35347.2938
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,BUILDING,TRUCK,2,0.05,2,Brand#24,1,SM JAR,29,2239,44477.2548
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,BUILDING,FOB,4,0.01,17,Brand#22,1,LG BAG,29,2239,62198.9184
F,F,COLLECT COD,2,Manufacturer#3,5-LOW,1,BUILDING,REG AIR,1,0.04,12,Brand#32,1,LG PACK,14,2239,31097.0424
F,F,NONE,3,Manufacturer#5,1-URGENT,4,AUTOMOBILE,SHIP,3,0.01,22,Brand#53,20,JUMBO CAN,20,2240,46653.264
F,F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,AUTOMOBILE,SHIP,4,0.08,5,Brand#44,20,MED PACK,20,2240,33626.637
F,F,NONE,4,Manufacturer#3,5-LOW,0,AUTOMOBILE,MAIL,1,0.03,11,Brand#33,14,JUMBO BOX,5,2241,24298.888
F,F,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,0,AUTOMOBILE,SHIP,3,0.07,11,Brand#34,14,SM DRUM,30,2241,43607.54
F,F,NONE,1,Manufacturer#4,5-LOW,1,MACHINERY,FOB,2,0.01,3,Brand#45,1,MED DRUM,44,2237,74183.832
F,F,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,1,MACHINERY,RAIL,7,0.02,6,Brand#25,1,WRAP BAG,23,2237,8769.3
F,F,NONE,0,Manufacturer#1,5-LOW,1,MACHINERY,RAIL,5,0.02,16,Brand#13,1,LG DRUM,34,2237,10230.85
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,1,MACHINERY,AIR,4,0,2,Brand#41,1,SM CASE,5,2237,47693.121
F,F,NONE,1,Manufacturer#4,5-LOW,1,MACHINERY,AIR,3,0.01,2,Brand#41,1,JUMBO PKG,14,2237,20165.6405
F,F,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,4,MACHINERY,MAIL,3,0.07,2,Brand#51,10,SM BOX,50,2242,49396.9
F,F,COLLECT COD,2,Manufacturer#5,5-LOW,1,MACHINERY,MAIL,1,0.04,9,Brand#55,1,JUMBO PACK,41,2237,5762.61
F,F,NONE,4,Manufacturer#5,3-MEDIUM,4,MACHINERY,REG AIR,6,0,20,Brand#54,10,MED JAR,34,2242,55568.3436
F,F,NONE,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,AIR,2,0.02,12,Brand#11,10,JUMBO BOX,18,2242,21299.112
F,F,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,2,MACHINERY,REG AIR,1,0.07,12,Brand#31,9,WRAP PKG,37,2243,6861.6992
F,F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,4,HOUSEHOLD,MAIL,1,0.06,21,Brand#53,20,MED JAR,46,1121,38889.576
F,F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,4,0.05,16,Brand#21,9,WRAP JAR,30,2243,14992.029
F,F,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,2,MACHINERY,FOB,2,0.05,21,Brand#33,9,SM PKG,5,2243,13093.1424
F,F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,2,MACHINERY,TRUCK,5,0.06,12,Brand#14,9,LG JAR,15,2243,16259.068
F,F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,REG AIR,1,0.03,15,Brand#51,16,LG BOX,45,2244,42193.8582
F,F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,SHIP,3,0.07,11,Brand#35,14,WRAP BAG,17,2245,39396.7392
F,F,COLLECT COD,2,Manufacturer#5,2-HIGH,1,BUILDING,TRUCK,5,0.08,12,Brand#53,17,LG BOX,39,2246,8155.863
F,F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,1,BUILDING,REG AIR,6,0.07,23,Brand#42,17,JUMBO PACK,4,2246,58713.07
F,F,COLLECT COD,1,Manufacturer#1,2-HIGH,1,BUILDING,SHIP,4,0.04,2,Brand#11,17,WRAP PACK,8,2246,57808.3968
F,F,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,2,MACHINERY,REG AIR,2,0.07,21,Brand#32,9,JUMBO PACK,31,2247,52836.2406
F,F,COLLECT COD,4,Manufacturer#3,1-URGENT,1,BUILDING,FOB,1,0.07,13,Brand#34,24,WRAP JAR,35,2248,26297.64
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,1,MACHINERY,FOB,3,0.02,13,Brand#41,3,JUMBO DRUM,6,2249,36913.3554
F,F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,2,FURNITURE,RAIL,1,0.02,0,Brand#42,21,WRAP BAG,32,2250,32956.4664
F,F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,FURNITURE,RAIL,2,0.04,3,Brand#53,21,MED CAN,44,2250,23073.904
F,F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,0,AUTOMOBILE,SHIP,1,0.08,24,Brand#24,16,JUMBO PKG,25,2251,81558.4224
F,F,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,AUTOMOBILE,TRUCK,3,0.05,6,Brand#22,16,WRAP CASE,39,2251,17532.06
F,F,NONE,1,Manufacturer#1,1-URGENT,1,MACHINERY,SHIP,4,0.08,17,Brand#15,3,LG PACK,50,2249,1674.0864
F,F,COLLECT COD,4,Manufacturer#3,1-URGENT,1,MACHINERY,FOB,2,0.06,20,Brand#33,3,JUMBO CAN,40,2249,17209.8432
F,F,COLLECT COD,4,Manufacturer#1,5-LOW,0,BUILDING,MAIL,4,0,11,Brand#13,14,JUMBO BOX,28,96,51256.4478
F,F,NONE,2,Manufacturer#4,5-LOW,0,BUILDING,AIR,2,0,18,Brand#43,14,WRAP PKG,17,96,21493.008
F,F,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,4,BUILDING,MAIL,2,0.05,12,Brand#21,11,LG CASE,37,817,40210.3548
F,F,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,4,FURNITURE,REG AIR,1,0.04,14,Brand#14,20,MED BAG,3,2049,27947.1528
F,F,NONE,1,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,6,0.06,3,Brand#52,9,WRAP JAR,5,2252,23713.7184
F,F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,5,0.02,2,Brand#21,9,WRAP PACK,16,2252,15240.3372
F,F,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,1,0.07,9,Brand#31,9,JUMBO BAG,30,2252,12835.1223
F,F,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,7,0.05,5,Brand#33,9,MED JAR,11,2252,64867.9304
F,F,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,4,0.05,2,Brand#22,9,SM CAN,19,2252,33795.0522
F,F,COLLECT COD,3,Manufacturer#3,1-URGENT,4,BUILDING,REG AIR,1,0.02,7,Brand#33,20,WRAP CAN,47,2253,32889.402
F,F,NONE,3,Manufacturer#3,3-MEDIUM,0,FURNITURE,MAIL,2,0.01,23,Brand#33,0,JUMBO CAN,40,2254,55046.0256
F,F,DELIVER IN PERSON,4,Manufacturer#5,3-MEDIUM,0,FURNITURE,REG AIR,1,0.05,10,Brand#52,0,SM PKG,9,2254,68244.7304
F,F,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,5,0.06,12,Brand#42,3,LG JAR,28,2255,63728.28
F,F,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,4,0.03,11,Brand#25,3,SM CAN,25,2255,34517.176
F,F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,REG AIR,3,0.05,13,Brand#14,3,SM PACK,14,2255,39543.1344
F,F,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,REG AIR,1,0.03,18,Brand#33,3,SM PACK,44,2255,88941.12
F,F,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,4,BUILDING,SHIP,1,0.03,12,Brand#34,11,SM PACK,49,817,55398.528
F,F,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,2,BUILDING,TRUCK,7,0.03,1,Brand#52,9,LG DRUM,24,2256,19558.8096
F,F,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,2,BUILDING,AIR,2,0.02,1,Brand#25,9,SM CAN,1,2256,16350.633
F,F,COLLECT COD,4,Manufacturer#4,3-MEDIUM,2,BUILDING,MAIL,3,0.02,4,Brand#45,9,WRAP BOX,21,2257,42748.568
F,F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,MAIL,5,0.03,18,Brand#33,24,MED CASE,37,2258,21209.472
F,F,NONE,4,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,SHIP,1,0.05,11,Brand#22,24,JUMBO BOX,11,2258,40454.0864
F,F,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,SHIP,2,0.02,17,Brand#33,24,MED CASE,34,2258,1599.0954
F,F,COLLECT COD,0,Manufacturer#5,3-MEDIUM,2,BUILDING,MAIL,2,0.03,5,Brand#54,9,WRAP DRUM,3,2257,37459
F,F,COLLECT COD,2,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,6,0.08,9,Brand#11,9,LG PACK,8,2257,30653.992
F,F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,2,BUILDING,SHIP,4,0.01,12,Brand#54,9,WRAP BAG,48,2257,57559.7088
F,F,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,4,BUILDING,RAIL,3,0.06,3,Brand#42,4,SM DRUM,19,2259,13579.38
F,F,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,3,HOUSEHOLD,REG AIR,3,0.06,8,Brand#51,22,SM CAN,14,1528,64684.6155
F,F,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,0,HOUSEHOLD,FOB,1,0.05,19,Brand#22,15,JUMBO JAR,7,2260,42056.55
F,F,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,4,BUILDING,TRUCK,4,0.04,8,Brand#25,4,WRAP BAG,27,2259,60350.4318
F,F,NONE,3,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,TRUCK,2,0.06,22,Brand#52,2,MED BAG,26,2261,49078.8335
