l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,BUILDING,MAIL,1,0.02,0.01,5,Brand#32,4,7553,14
O,O,N,NONE,2,Manufacturer#4,1-URGENT,4,BUILDING,TRUCK,2,0.02,0.04,21,Brand#45,4,7553,2
O,O,N,COLLECT COD,4,Manufacturer#4,1-URGENT,4,BUILDING,RAIL,3,0.04,0.1,11,Brand#41,4,7553,37
O,O,N,NONE,2,Manufacturer#5,1-URGENT,4,BUILDING,MAIL,5,0,0.08,21,Brand#54,4,7553,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,RAIL,6,0.01,0,24,Brand#51,17,7554,47
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,5,0.06,0.07,1,Brand#23,17,7554,5
F,F,A,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,SHIP,3,0.01,0.04,5,Brand#44,17,7554,13
F,F,R,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,7,0.06,0.04,1,Brand#22,17,7554,18
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,FOB,2,0.01,0.05,23,Brand#44,17,7554,19
F,F,R,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,SHIP,1,0,0.05,8,Brand#13,17,7554,27
F,F,A,NONE,1,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,RAIL,4,0.01,0.08,3,Brand#45,17,7554,45
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,RAIL,3,0.04,0.02,8,Brand#14,20,7555,44
F,F,A,NONE,1,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,RAIL,5,0.06,0.1,24,Brand#55,20,7555,38
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,2,0.04,0.08,9,Brand#44,20,7555,30
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,FOB,4,0.06,0.05,10,Brand#24,20,7555,47
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,SHIP,1,0.05,0.04,4,Brand#12,20,7555,42
O,O,N,NONE,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,FOB,1,0.02,0.07,6,Brand#22,7,7556,6
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,BUILDING,RAIL,4,0.08,0.1,9,Brand#51,15,7557,39
O,O,N,NONE,2,Manufacturer#1,5-LOW,0,BUILDING,MAIL,7,0.08,0.07,9,Brand#12,15,7557,48
O,O,N,NONE,0,Manufacturer#5,5-LOW,0,BUILDING,FOB,6,0.06,0.07,16,Brand#52,15,7557,29
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,0,BUILDING,REG AIR,1,0.06,0.02,17,Brand#15,15,7557,25
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,0,BUILDING,MAIL,5,0.07,0.06,22,Brand#35,15,7557,26
O,O,N,COLLECT COD,3,Manufacturer#4,5-LOW,0,BUILDING,FOB,3,0,0.09,7,Brand#43,15,7557,16
O,O,N,NONE,1,Manufacturer#3,5-LOW,0,BUILDING,REG AIR,2,0.01,0.06,3,Brand#31,15,7557,26
O,O,N,COLLECT COD,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,SHIP,1,0.04,0.06,8,Brand#13,4,7558,7
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,4,MACHINERY,RAIL,2,0.08,0.08,5,Brand#23,4,7558,21
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,0,FURNITURE,AIR,3,0.07,0.03,4,Brand#21,14,7559,37
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,0,FURNITURE,FOB,4,0.03,0.01,12,Brand#35,14,7559,41
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,FURNITURE,RAIL,2,0.07,0.01,5,Brand#44,14,7559,27
F,F,A,COLLECT COD,0,Manufacturer#5,2-HIGH,0,FURNITURE,FOB,1,0.04,0.02,16,Brand#55,14,7559,36
F,F,R,NONE,2,Manufacturer#1,2-HIGH,0,AUTOMOBILE,AIR,7,0.02,0,21,Brand#11,16,7560,12
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,0,AUTOMOBILE,SHIP,5,0.02,0.1,16,Brand#12,16,7560,17
F,F,R,NONE,2,Manufacturer#5,2-HIGH,0,AUTOMOBILE,MAIL,1,0.02,0.06,21,Brand#51,16,7560,3
F,F,A,NONE,4,Manufacturer#2,2-HIGH,0,AUTOMOBILE,REG AIR,4,0.03,0.09,11,Brand#22,16,7560,18
F,F,R,COLLECT COD,1,Manufacturer#5,2-HIGH,0,AUTOMOBILE,AIR,2,0.06,0.05,3,Brand#53,16,7560,25
F,F,R,COLLECT COD,1,Manufacturer#4,2-HIGH,0,AUTOMOBILE,REG AIR,3,0.01,0.09,3,Brand#45,16,7560,7
F,F,R,COLLECT COD,1,Manufacturer#1,2-HIGH,0,AUTOMOBILE,RAIL,6,0.04,0.05,1,Brand#14,16,7560,4
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,3,0.03,0.04,18,Brand#13,2,7561,20
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,5,0.01,0.02,4,Brand#51,2,7561,17
F,F,A,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,2,0.07,0,8,Brand#14,2,7561,19
F,F,R,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,1,0.04,0.09,8,Brand#42,2,7561,36
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,4,0.06,0.05,19,Brand#42,2,7561,25
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,MAIL,1,0.08,0.06,4,Brand#51,4,7562,28
F,F,R,COLLECT COD,0,Manufacturer#3,1-URGENT,3,FURNITURE,SHIP,3,0.03,0.05,0,Brand#35,23,7563,13
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,FURNITURE,REG AIR,1,0.01,0.07,17,Brand#33,23,7563,16
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,3,FURNITURE,MAIL,2,0.06,0.06,7,Brand#11,23,7563,2
F,F,R,COLLECT COD,3,Manufacturer#3,1-URGENT,3,AUTOMOBILE,AIR,1,0.01,0.07,23,Brand#34,19,7564,3
F,F,A,COLLECT COD,1,Manufacturer#2,1-URGENT,3,AUTOMOBILE,REG AIR,3,0.05,0.05,24,Brand#23,19,7564,8
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,AUTOMOBILE,FOB,2,0.08,0,21,Brand#24,19,7564,48
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,AUTOMOBILE,REG AIR,4,0.06,0.01,4,Brand#55,19,7564,11
F,F,R,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,SHIP,1,0,0.08,9,Brand#34,3,7565,10
F,F,R,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,TRUCK,2,0.08,0.03,24,Brand#12,3,7565,28
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,TRUCK,4,0.07,0.02,8,Brand#24,13,7566,1
O,O,N,NONE,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,1,0.01,0.05,17,Brand#43,13,7566,24
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,REG AIR,6,0.03,0.02,8,Brand#55,13,7566,34
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,5,0.01,0.06,14,Brand#15,13,7566,17
O,O,N,NONE,2,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,3,0.04,0.01,8,Brand#44,13,7566,24
O,O,N,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,TRUCK,2,0,0.01,17,Brand#35,13,7566,48
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,2,HOUSEHOLD,REG AIR,2,0.01,0,23,Brand#35,9,7567,7
F,F,A,COLLECT COD,3,Manufacturer#4,2-HIGH,2,HOUSEHOLD,MAIL,4,0.02,0.01,19,Brand#43,9,7567,49
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,2,HOUSEHOLD,MAIL,1,0.01,0.09,11,Brand#22,9,7567,6
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,HOUSEHOLD,TRUCK,3,0,0.05,3,Brand#55,9,7567,25
O,O,N,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,BUILDING,SHIP,1,0.03,0.01,24,Brand#21,23,7568,46
F,F,A,COLLECT COD,2,Manufacturer#1,1-URGENT,2,AUTOMOBILE,FOB,1,0.06,0.05,21,Brand#11,18,7569,34
F,F,R,NONE,0,Manufacturer#3,1-URGENT,2,AUTOMOBILE,REG AIR,3,0.05,0.03,16,Brand#32,18,7569,19
F,F,A,COLLECT COD,0,Manufacturer#4,1-URGENT,2,AUTOMOBILE,TRUCK,2,0.04,0.04,16,Brand#45,18,7569,22
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,1,HOUSEHOLD,SHIP,1,0.08,0.09,24,Brand#15,2,7570,32
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,REG AIR,7,0.04,0.09,21,Brand#25,16,7571,2
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,0,AUTOMOBILE,FOB,3,0,0.05,14,Brand#42,16,7571,37
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,0,AUTOMOBILE,RAIL,1,0.07,0.03,17,Brand#34,16,7571,42
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,0,AUTOMOBILE,AIR,5,0.08,0.03,6,Brand#54,16,7571,10
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,0,AUTOMOBILE,SHIP,4,0.07,0.03,0,Brand#25,16,7571,13
F,F,A,NONE,3,Manufacturer#4,5-LOW,0,AUTOMOBILE,AIR,2,0.01,0.1,19,Brand#43,16,7571,30
F,F,A,COLLECT COD,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,AIR,6,0.04,0.06,8,Brand#25,16,7571,16
F,F,A,NONE,3,Manufacturer#1,3-MEDIUM,4,FURNITURE,RAIL,1,0.05,0.02,19,Brand#15,4,7572,40
F,F,R,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,FURNITURE,TRUCK,5,0.01,0.02,16,Brand#23,4,7572,16
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,4,FURNITURE,RAIL,2,0.05,0.08,3,Brand#45,4,7572,40
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,4,FURNITURE,AIR,4,0,0.02,1,Brand#21,4,7572,27
F,F,R,COLLECT COD,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,AIR,3,0.08,0.04,12,Brand#34,4,7572,50
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,4,FURNITURE,SHIP,6,0.05,0.09,8,Brand#54,4,7572,20
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,1,0.06,0.09,1,Brand#51,9,7573,42
F,F,A,COLLECT COD,3,Manufacturer#4,5-LOW,0,MACHINERY,FOB,7,0.05,0.07,23,Brand#42,0,7574,23
F,F,A,NONE,1,Manufacturer#4,5-LOW,0,MACHINERY,FOB,5,0.04,0.09,17,Brand#43,0,7574,7
F,F,A,NONE,3,Manufacturer#4,5-LOW,0,MACHINERY,MAIL,3,0.04,0.1,23,Brand#45,0,7574,2
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,0,MACHINERY,RAIL,1,0.06,0.06,0,Brand#21,0,7574,1
F,F,R,COLLECT COD,1,Manufacturer#3,5-LOW,0,MACHINERY,MAIL,4,0.02,0.01,3,Brand#31,0,7574,46
F,F,A,NONE,0,Manufacturer#5,5-LOW,0,MACHINERY,SHIP,2,0.07,0.05,16,Brand#55,0,7574,40
F,F,A,NONE,1,Manufacturer#2,5-LOW,0,MACHINERY,SHIP,6,0.01,0.07,3,Brand#24,0,7574,47
F,F,R,COLLECT COD,0,Manufacturer#3,1-URGENT,1,BUILDING,AIR,6,0,0.03,16,Brand#34,2,7575,40
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,BUILDING,REG AIR,4,0.04,0.07,14,Brand#35,2,7575,24
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,BUILDING,AIR,3,0.06,0.08,1,Brand#14,2,7575,42
F,F,R,COLLECT COD,4,Manufacturer#5,1-URGENT,1,BUILDING,AIR,2,0.07,0.07,4,Brand#53,2,7575,43
F,F,A,COLLECT COD,3,Manufacturer#5,1-URGENT,1,BUILDING,REG AIR,1,0.07,0.08,22,Brand#51,2,7575,31
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,BUILDING,REG AIR,5,0.08,0.06,23,Brand#12,2,7575,14
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,1,0.02,0.06,19,Brand#55,9,7576,20
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,3,BUILDING,FOB,1,0.01,0,0,Brand#24,23,7577,29
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,BUILDING,FOB,3,0.05,0.08,21,Brand#44,23,7577,22
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,3,BUILDING,SHIP,2,0.06,0.1,4,Brand#52,23,7577,14
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,3,FURNITURE,MAIL,2,0.03,0.06,4,Brand#42,23,7578,31
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,FURNITURE,RAIL,1,0.01,0.04,7,Brand#34,23,7578,48
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,FURNITURE,REG AIR,6,0.08,0.01,3,Brand#14,23,7578,4
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,3,0.03,0.02,4,Brand#52,23,7578,40
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,3,FURNITURE,AIR,7,0.04,0.03,21,Brand#12,23,7578,37
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,FURNITURE,RAIL,5,0.07,0.05,18,Brand#32,23,7578,3
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,3,FURNITURE,RAIL,4,0,0.1,5,Brand#21,23,7578,2
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,0,MACHINERY,FOB,1,0.07,0.1,9,Brand#52,16,7579,46
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,1,AUTOMOBILE,TRUCK,1,0.04,0.06,18,Brand#43,2,7580,21
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,1,AUTOMOBILE,RAIL,2,0.04,0.04,6,Brand#35,2,7580,19
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.04,0.04,10,Brand#11,21,7581,45
F,F,A,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.08,0.09,24,Brand#51,21,7581,50
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,FOB,2,0.07,0.08,24,Brand#24,21,7581,7
F,F,A,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,AIR,4,0.07,0.1,0,Brand#33,21,7581,8
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,3,BUILDING,REG AIR,2,0.07,0,3,Brand#15,23,7582,49
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,3,BUILDING,TRUCK,1,0.02,0.03,18,Brand#12,23,7582,44
F,F,A,NONE,0,Manufacturer#3,3-MEDIUM,3,BUILDING,TRUCK,3,0.02,0.09,14,Brand#31,23,7582,10
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,1,0.05,0.02,14,Brand#15,2,7583,41
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,TRUCK,3,0.07,0.09,14,Brand#12,2,7583,28
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,SHIP,4,0.01,0.01,8,Brand#21,2,7583,30
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,MAIL,2,0.01,0.02,15,Brand#55,2,7583,44
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,MAIL,5,0.04,0.03,0,Brand#25,2,7583,2
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,FOB,5,0.05,0.03,11,Brand#45,1,7584,6
O,O,N,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,SHIP,4,0.05,0.02,21,Brand#24,1,7584,39
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,MAIL,3,0.07,0.01,4,Brand#41,1,7584,4
O,O,N,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,FOB,1,0.07,0.06,11,Brand#53,1,7584,31
O,O,N,NONE,1,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,FOB,2,0.02,0.02,24,Brand#54,1,7584,26
F,F,A,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,REG AIR,6,0,0.07,9,Brand#34,4,7585,2
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,FOB,7,0.03,0.07,2,Brand#53,4,7585,25
F,F,A,NONE,0,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,SHIP,5,0.01,0.01,16,Brand#25,4,7585,40
F,F,R,NONE,1,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,RAIL,4,0.03,0.06,24,Brand#12,4,7585,30
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,REG AIR,2,0.01,0.01,7,Brand#45,4,7585,28
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,FOB,1,0.02,0.03,4,Brand#11,4,7585,40
F,F,R,NONE,3,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,AIR,3,0.02,0.01,22,Brand#14,4,7585,18
O,P,N,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,0,AUTOMOBILE,RAIL,1,0.05,0.09,9,Brand#44,16,7586,29
O,P,N,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,0,AUTOMOBILE,REG AIR,4,0.05,0.03,22,Brand#22,16,7586,16
O,P,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,AUTOMOBILE,TRUCK,5,0.04,0.07,24,Brand#23,16,7586,6
O,P,N,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,0,AUTOMOBILE,AIR,3,0.05,0.05,13,Brand#22,16,7586,35
O,P,N,COLLECT COD,2,Manufacturer#5,5-LOW,0,AUTOMOBILE,TRUCK,6,0,0.02,8,Brand#52,16,7586,8
F,P,N,COLLECT COD,0,Manufacturer#1,5-LOW,0,AUTOMOBILE,MAIL,2,0.07,0.04,14,Brand#13,16,7586,28
F,F,A,NONE,3,Manufacturer#2,5-LOW,1,FURNITURE,MAIL,2,0.06,0.07,7,Brand#21,1,7587,4
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,1,FURNITURE,FOB,1,0.08,0.03,3,Brand#14,1,7587,40
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,MAIL,4,0.03,0.03,18,Brand#42,22,7588,37
F,F,A,NONE,2,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,AIR,2,0.02,0.04,8,Brand#44,22,7588,49
F,F,A,NONE,4,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,TRUCK,3,0,0.1,4,Brand#33,22,7588,30
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,RAIL,1,0.08,0.03,3,Brand#22,22,7588,6
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,SHIP,5,0.06,0.01,1,Brand#55,22,7588,41
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,1,0.07,0.05,16,Brand#55,8,7589,3
O,O,N,NONE,1,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,AIR,2,0.03,0.04,24,Brand#31,8,7590,12
O,O,N,COLLECT COD,0,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,SHIP,4,0.03,0,14,Brand#12,8,7590,47
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,REG AIR,5,0.02,0,8,Brand#43,8,7590,28
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,SHIP,1,0.06,0.08,5,Brand#34,8,7590,28
O,O,N,NONE,3,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,SHIP,6,0.02,0.09,7,Brand#15,8,7590,50
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,TRUCK,3,0.08,0.05,17,Brand#51,8,7590,48
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,1,FURNITURE,TRUCK,4,0.02,0,19,Brand#52,24,7591,39
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,REG AIR,1,0,0.07,21,Brand#32,24,7591,41
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,FOB,3,0.01,0.01,8,Brand#31,24,7591,44
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,1,FURNITURE,SHIP,2,0.01,0.04,7,Brand#31,24,7591,4
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,2,HOUSEHOLD,FOB,1,0.06,0.1,9,Brand#23,8,7592,16
O,O,N,COLLECT COD,3,Manufacturer#1,5-LOW,2,HOUSEHOLD,AIR,2,0.02,0.02,22,Brand#13,8,7592,29
O,O,N,NONE,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,FOB,1,0.07,0.06,5,Brand#33,7,7593,45
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,HOUSEHOLD,TRUCK,5,0.01,0.02,22,Brand#34,7,7593,9
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,3,HOUSEHOLD,RAIL,4,0.08,0.07,24,Brand#15,7,7593,29
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,3,HOUSEHOLD,TRUCK,2,0.04,0.05,4,Brand#52,7,7593,20
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,3,HOUSEHOLD,RAIL,3,0.07,0.02,24,Brand#13,7,7593,46
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,FURNITURE,TRUCK,5,0.06,0.1,12,Brand#15,10,7594,13
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,4,FURNITURE,FOB,2,0.04,0.04,16,Brand#21,10,7594,12
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,FURNITURE,REG AIR,6,0.02,0.08,12,Brand#52,10,7594,20
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,4,FURNITURE,FOB,4,0.06,0.09,18,Brand#23,10,7594,27
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,4,FURNITURE,FOB,3,0.02,0.01,21,Brand#45,10,7594,29
F,F,A,NONE,2,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,1,0.03,0,12,Brand#41,10,7594,45
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,3,FURNITURE,REG AIR,2,0.01,0.08,9,Brand#31,23,7595,38
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,1,0.01,0.02,21,Brand#34,23,7595,27
O,O,N,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,FURNITURE,REG AIR,3,0.03,0.05,7,Brand#52,23,7595,25
O,O,N,NONE,4,Manufacturer#3,3-MEDIUM,3,FURNITURE,RAIL,4,0.05,0.08,20,Brand#33,23,7595,3
F,F,R,NONE,1,Manufacturer#1,2-HIGH,2,MACHINERY,RAIL,1,0.01,0.03,24,Brand#13,21,7596,48
F,F,R,NONE,4,Manufacturer#4,2-HIGH,2,MACHINERY,REG AIR,2,0,0.1,11,Brand#44,21,7596,49
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,2,BUILDING,AIR,2,0.03,0,18,Brand#51,18,7597,6
O,O,N,NONE,2,Manufacturer#4,2-HIGH,2,BUILDING,SHIP,3,0.01,0.01,9,Brand#45,18,7597,13
O,O,N,NONE,3,Manufacturer#2,2-HIGH,2,BUILDING,AIR,1,0.03,0.07,19,Brand#25,18,7597,34
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,2,0.02,0.04,12,Brand#14,3,7598,26
F,F,R,COLLECT COD,1,Manufacturer#4,1-URGENT,1,AUTOMOBILE,MAIL,4,0.02,0.02,2,Brand#41,3,7598,26
F,F,A,NONE,0,Manufacturer#5,1-URGENT,1,AUTOMOBILE,RAIL,5,0.01,0.07,0,Brand#55,3,7598,35
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,1,AUTOMOBILE,AIR,7,0.04,0.02,24,Brand#35,3,7598,15
F,F,R,NONE,0,Manufacturer#2,1-URGENT,1,AUTOMOBILE,SHIP,3,0.07,0.06,14,Brand#24,3,7598,6
F,F,R,COLLECT COD,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,TRUCK,1,0,0.04,20,Brand#14,3,7598,23
F,F,A,NONE,2,Manufacturer#4,1-URGENT,1,AUTOMOBILE,TRUCK,6,0.01,0.01,21,Brand#43,3,7598,37
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,RAIL,3,0.03,0.07,23,Brand#24,19,7599,43
